product,market,month,Qty
powered air purifying respirators,St. Clair County,Jun-20,91
powered air purifying respirators,St. Clair County,Jul-20,94
powered air purifying respirators,St. Clair County,Aug-20,102
powered air purifying respirators,St. Clair County,Sep-20,96
powered air purifying respirators,St. Clair County,Oct-20,97
powered air purifying respirators,St. Clair County,Nov-20,107
powered air purifying respirators,St. Clair County,Dec-20,109
powered air purifying respirators,Monroe County,Jan-20,47
powered air purifying respirators,Monroe County,Feb-20,56
powered air purifying respirators,Monroe County,Mar-20,59
powered air purifying respirators,Monroe County,Apr-20,58
powered air purifying respirators,Monroe County,May-20,59
powered air purifying respirators,Monroe County,Jun-20,59
powered air purifying respirators,Monroe County,Jul-20,64
powered air purifying respirators,Monroe County,Aug-20,66
powered air purifying respirators,Monroe County,Sep-20,67
powered air purifying respirators,Monroe County,Oct-20,65
powered air purifying respirators,Monroe County,Nov-20,65
powered air purifying respirators,Monroe County,Dec-20,67
powered air purifying respirators,Monroe County,Jan-20,68
powered air purifying respirators,Monroe County,Feb-20,72
powered air purifying respirators,Monroe County,Mar-20,74
powered air purifying respirators,Monroe County,Apr-20,78
powered air purifying respirators,Monroe County,May-20,77
powered air purifying respirators,Monroe County,Jun-20,81
powered air purifying respirators,Monroe County,Jul-20,81
powered air purifying respirators,Monroe County,Aug-20,80
powered air purifying respirators,Monroe County,Sep-20,89
powered air purifying respirators,Monroe County,Oct-20,89
powered air purifying respirators,Monroe County,Nov-20,83
powered air purifying respirators,Monroe County,Dec-20,87
Wipes,Wayne County,Jan-20,101
Wipes,Wayne County,Feb-20,106
Wipes,Wayne County,Mar-20,116
Wipes,Wayne County,Apr-20,119
Wipes,Wayne County,May-20,116
Wipes,Wayne County,Jun-20,126
Wipes,Wayne County,Jul-20,124
Wipes,Wayne County,Aug-20,119
Wipes,Wayne County,Sep-20,129
Wipes,Wayne County,Oct-20,134
Wipes,Wayne County,Nov-20,132
Wipes,Wayne County,Dec-20,134
Wipes,Wayne County,Jan-20,148
Wipes,Wayne County,Feb-20,153
Wipes,Wayne County,Mar-20,158
Wipes,Wayne County,Apr-20,162
Wipes,Wayne County,May-20,157
Wipes,Wayne County,Jun-20,166
Wipes,Wayne County,Jul-20,165
Wipes,Wayne County,Aug-20,164
Wipes,Wayne County,Sep-20,170
Wipes,Wayne County,Oct-20,175
Wipes,Wayne County,Nov-20,176
Wipes,Wayne County,Dec-20,182
Wipes,Oakland County,Jan-20,16
Wipes,Oakland County,Feb-20,16
Wipes,Oakland County,Mar-20,16
Wipes,Oakland County,Apr-20,19
Wipes,Oakland County,May-20,18
Wipes,Oakland County,Jun-20,14
Wipes,Oakland County,Jul-20,13
Wipes,Oakland County,Aug-20,18
Wipes,Oakland County,Sep-20,19
Wipes,Oakland County,Oct-20,18
Wipes,Oakland County,Nov-20,17
Wipes,Oakland County,Dec-20,18
Wipes,Oakland County,Jan-20,21
Wipes,Oakland County,Feb-20,19
Wipes,Oakland County,Mar-20,14
Wipes,Oakland County,Apr-20,17
Wipes,Oakland County,May-20,18
Wipes,Oakland County,Jun-20,17
Wipes,Oakland County,Jul-20,16
Wipes,Oakland County,Aug-20,22
Wipes,Oakland County,Sep-20,19
Wipes,Oakland County,Oct-20,20
Wipes,Oakland County,Nov-20,24
Wipes,Oakland County,Dec-20,24
Wipes,Macomb County,Jan-20,58
Wipes,Macomb County,Feb-20,58
Wipes,Macomb County,Mar-20,59
Wipes,Macomb County,Apr-20,64
Wipes,Macomb County,May-20,61
Wipes,Macomb County,Jun-20,61
Wipes,Macomb County,Jul-20,61
Wipes,Macomb County,Aug-20,63
Wipes,Macomb County,Sep-20,63
Wipes,Macomb County,Oct-20,67
Wipes,Macomb County,Nov-20,66
Wipes,Macomb County,Dec-20,74
Wipes,Macomb County,Jan-20,78
Wipes,Macomb County,Feb-20,74
Wipes,Macomb County,Mar-20,78
Wipes,Macomb County,Apr-20,84
Wipes,Macomb County,May-20,82
Wipes,Macomb County,Jun-20,89
Wipes,Macomb County,Jul-20,84
Wipes,Macomb County,Aug-20,82
Wipes,Macomb County,Sep-20,88
Wipes,Macomb County,Oct-20,89
Wipes,Macomb County,Nov-20,86
Wipes,Macomb County,Dec-20,92
Wipes,Genesee County,Jan-20,85
Wipes,Genesee County,Feb-20,92
Wipes,Genesee County,Mar-20,90
Wipes,Genesee County,Apr-20,97
Wipes,Genesee County,May-20,99
Wipes,Genesee County,Jun-20,102
Wipes,Genesee County,Jul-20,94
Wipes,Genesee County,Aug-20,100
Wipes,Genesee County,Sep-20,106
Wipes,Genesee County,Oct-20,108
Wipes,Genesee County,Nov-20,106
Wipes,Genesee County,Dec-20,109
Wipes,Genesee County,Jan-20,116
Wipes,Genesee County,Feb-20,123
Wipes,Genesee County,Mar-20,129
Wipes,Genesee County,Apr-20,130
Wipes,Genesee County,May-20,128
Wipes,Genesee County,Jun-20,133
Wipes,Genesee County,Jul-20,136
Wipes,Genesee County,Aug-20,135
Wipes,Genesee County,Sep-20,137
Wipes,Genesee County,Oct-20,143
Wipes,Genesee County,Nov-20,140
Wipes,Genesee County,Dec-20,142
Wipes,Washtenaw County,Jan-20,24
Wipes,Washtenaw County,Feb-20,32
Wipes,Washtenaw County,Mar-20,33
Wipes,Washtenaw County,Apr-20,31
Wipes,Washtenaw County,May-20,31
Wipes,Washtenaw County,Jun-20,38
Wipes,Washtenaw County,Jul-20,30
Wipes,Washtenaw County,Aug-20,36
Wipes,Washtenaw County,Sep-20,35
Wipes,Washtenaw County,Oct-20,32
Wipes,Washtenaw County,Nov-20,36
Wipes,Washtenaw County,Dec-20,34
Wipes,Washtenaw County,Jan-20,38
Wipes,Washtenaw County,Feb-20,40
Wipes,Washtenaw County,Mar-20,41
Wipes,Washtenaw County,Apr-20,44
Wipes,Washtenaw County,May-20,43
Wipes,Washtenaw County,Jun-20,41
Wipes,Washtenaw County,Jul-20,38
Wipes,Washtenaw County,Aug-20,45
Wipes,Washtenaw County,Sep-20,44
Wipes,Washtenaw County,Oct-20,45
Wipes,Washtenaw County,Nov-20,45
Wipes,Washtenaw County,Dec-20,41
Wipes,Kent County,Jan-20,35
Wipes,Kent County,Feb-20,39
Wipes,Kent County,Mar-20,36
Wipes,Kent County,Apr-20,38
Wipes,Kent County,May-20,42
Wipes,Kent County,Jun-20,38
Wipes,Kent County,Jul-20,40
Wipes,Kent County,Aug-20,39
Wipes,Kent County,Sep-20,41
Wipes,Kent County,Oct-20,39
Wipes,Kent County,Nov-20,40
Wipes,Kent County,Dec-20,45
Wipes,Kent County,Jan-20,42
Wipes,Kent County,Feb-20,47
Wipes,Kent County,Mar-20,45
Wipes,Kent County,Apr-20,50
Wipes,Kent County,May-20,52
Wipes,Kent County,Jun-20,59
Wipes,Kent County,Jul-20,49
Wipes,Kent County,Aug-20,49
Wipes,Kent County,Sep-20,56
Wipes,Kent County,Oct-20,53
Wipes,Kent County,Nov-20,57
Wipes,Kent County,Dec-20,50
Wipes,Saginaw County,Jan-20,58
Wipes,Saginaw County,Feb-20,54
Wipes,Saginaw County,Mar-20,59
Wipes,Saginaw County,Apr-20,68
Wipes,Saginaw County,May-20,62
Wipes,Saginaw County,Jun-20,70
Wipes,Saginaw County,Jul-20,58
Wipes,Saginaw County,Aug-20,67
Wipes,Saginaw County,Sep-20,68
Wipes,Saginaw County,Oct-20,68
Wipes,Saginaw County,Nov-20,68
Wipes,Saginaw County,Dec-20,74
Wipes,Saginaw County,Jan-20,79
Wipes,Saginaw County,Feb-20,81
Wipes,Saginaw County,Mar-20,83
Wipes,Saginaw County,Apr-20,93
Wipes,Saginaw County,May-20,94
Wipes,Saginaw County,Jun-20,90
Wipes,Saginaw County,Jul-20,82
Wipes,Saginaw County,Aug-20,86
Wipes,Saginaw County,Sep-20,87
Wipes,Saginaw County,Oct-20,89
Wipes,Saginaw County,Nov-20,88
Wipes,Saginaw County,Dec-20,89
Wipes,Ingham County,Jan-20,64
Wipes,Ingham County,Feb-20,63
Wipes,Ingham County,Mar-20,59
Wipes,Ingham County,Apr-20,64
Wipes,Ingham County,May-20,74
Wipes,Ingham County,Jun-20,75
Wipes,Ingham County,Jul-20,70
Wipes,Ingham County,Aug-20,68
Wipes,Ingham County,Sep-20,68
Wipes,Ingham County,Oct-20,69
Wipes,Ingham County,Nov-20,75
Wipes,Ingham County,Dec-20,73
Wipes,Ingham County,Jan-20,89
Wipes,Ingham County,Feb-20,86
Wipes,Ingham County,Mar-20,85
Wipes,Ingham County,Apr-20,95
Wipes,Ingham County,May-20,95
Wipes,Ingham County,Jun-20,103
Wipes,Ingham County,Jul-20,86
Wipes,Ingham County,Aug-20,92
Wipes,Ingham County,Sep-20,94
Wipes,Ingham County,Oct-20,98
Wipes,Ingham County,Nov-20,96
Wipes,Ingham County,Dec-20,106
Wipes,Livingston County,Jan-20,35
Wipes,Livingston County,Feb-20,39
Wipes,Livingston County,Mar-20,34
Wipes,Livingston County,Apr-20,42
Wipes,Livingston County,May-20,40
Wipes,Livingston County,Jun-20,40
Wipes,Livingston County,Jul-20,34
Wipes,Livingston County,Aug-20,37
Wipes,Livingston County,Sep-20,35
Wipes,Livingston County,Oct-20,39
Wipes,Livingston County,Nov-20,38
Wipes,Livingston County,Dec-20,40
Wipes,Livingston County,Jan-20,50
Wipes,Livingston County,Feb-20,50
Wipes,Livingston County,Mar-20,53
Wipes,Livingston County,Apr-20,51
Wipes,Livingston County,May-20,60
Wipes,Livingston County,Jun-20,57
Wipes,Livingston County,Jul-20,52
Wipes,Livingston County,Aug-20,52
Wipes,Livingston County,Sep-20,54
Wipes,Livingston County,Oct-20,59
Wipes,Livingston County,Nov-20,54
Wipes,Livingston County,Dec-20,54
Wipes,St. Clair County,Jan-20,36
Wipes,St. Clair County,Feb-20,37
Wipes,St. Clair County,Mar-20,39
Wipes,St. Clair County,Apr-20,37
Wipes,St. Clair County,May-20,37
Wipes,St. Clair County,Jun-20,38
Wipes,St. Clair County,Jul-20,46
Wipes,St. Clair County,Aug-20,43
Wipes,St. Clair County,Sep-20,45
Wipes,St. Clair County,Oct-20,42
Wipes,St. Clair County,Nov-20,50
Wipes,St. Clair County,Dec-20,45
Wipes,St. Clair County,Jan-20,53
Wipes,St. Clair County,Feb-20,53
Wipes,St. Clair County,Mar-20,53
Wipes,St. Clair County,Apr-20,52
Wipes,St. Clair County,May-20,57
Wipes,St. Clair County,Jun-20,58
Wipes,St. Clair County,Jul-20,52
Wipes,St. Clair County,Aug-20,59
Wipes,St. Clair County,Sep-20,55
Wipes,St. Clair County,Oct-20,54
Wipes,St. Clair County,Nov-20,64
Wipes,St. Clair County,Dec-20,57
Wipes,Monroe County,Jan-20,72
Wipes,Monroe County,Feb-20,68
Wipes,Monroe County,Mar-20,70
Wipes,Monroe County,Apr-20,78
Wipes,Monroe County,May-20,75
Wipes,Monroe County,Jun-20,84
Wipes,Monroe County,Jul-20,83
Wipes,Monroe County,Aug-20,84
Wipes,Monroe County,Sep-20,89
Wipes,Monroe County,Oct-20,86
Wipes,Monroe County,Nov-20,89
Wipes,Monroe County,Dec-20,96
Wipes,Monroe County,Jan-20,96
Wipes,Monroe County,Feb-20,102
Wipes,Monroe County,Mar-20,99
Wipes,Monroe County,Apr-20,99
Wipes,Monroe County,May-20,109
Wipes,Monroe County,Jun-20,105
Wipes,Monroe County,Jul-20,110
Wipes,Monroe County,Aug-20,117
Wipes,Monroe County,Sep-20,119
Wipes,Monroe County,Oct-20,118
Wipes,Monroe County,Nov-20,123
Wipes,Monroe County,Dec-20,118
Alcohol-based hand rub,Wayne County,Jan-20,9
Alcohol-based hand rub,Wayne County,Feb-20,14
Alcohol-based hand rub,Wayne County,Mar-20,6
Alcohol-based hand rub,Wayne County,Apr-20,15
Alcohol-based hand rub,Wayne County,May-20,6
Alcohol-based hand rub,Wayne County,Jun-20,8
Alcohol-based hand rub,Wayne County,Jul-20,14
Alcohol-based hand rub,Wayne County,Aug-20,9
Alcohol-based hand rub,Wayne County,Sep-20,11
Alcohol-based hand rub,Wayne County,Oct-20,5
Alcohol-based hand rub,Wayne County,Nov-20,5
Alcohol-based hand rub,Wayne County,Dec-20,9
Alcohol-based hand rub,Wayne County,Jan-20,8
Alcohol-based hand rub,Wayne County,Feb-20,10
Alcohol-based hand rub,Wayne County,Mar-20,10
Alcohol-based hand rub,Wayne County,Apr-20,7
Alcohol-based hand rub,Wayne County,May-20,12
Alcohol-based hand rub,Wayne County,Jun-20,13
Alcohol-based hand rub,Wayne County,Jul-20,9
Alcohol-based hand rub,Wayne County,Aug-20,10
Alcohol-based hand rub,Wayne County,Sep-20,6
Alcohol-based hand rub,Wayne County,Oct-20,4
Alcohol-based hand rub,Wayne County,Nov-20,10
Alcohol-based hand rub,Wayne County,Dec-20,9
Alcohol-based hand rub,Oakland County,Jan-20,105
Alcohol-based hand rub,Oakland County,Feb-20,97
Alcohol-based hand rub,Oakland County,Mar-20,102
Alcohol-based hand rub,Oakland County,Apr-20,96
Alcohol-based hand rub,Oakland County,May-20,99
Alcohol-based hand rub,Oakland County,Jun-20,92
Alcohol-based hand rub,Oakland County,Jul-20,94
Alcohol-based hand rub,Oakland County,Aug-20,88
Alcohol-based hand rub,Oakland County,Sep-20,88
Alcohol-based hand rub,Oakland County,Oct-20,81
Alcohol-based hand rub,Oakland County,Nov-20,82
Alcohol-based hand rub,Oakland County,Dec-20,87
Alcohol-based hand rub,Oakland County,Jan-20,81
Alcohol-based hand rub,Oakland County,Feb-20,82
Alcohol-based hand rub,Oakland County,Mar-20,82
Alcohol-based hand rub,Oakland County,Apr-20,76
Alcohol-based hand rub,Oakland County,May-20,79
Alcohol-based hand rub,Oakland County,Jun-20,82
Alcohol-based hand rub,Oakland County,Jul-20,74
Alcohol-based hand rub,Oakland County,Aug-20,66
Alcohol-based hand rub,Oakland County,Sep-20,65
Alcohol-based hand rub,Oakland County,Oct-20,71
Alcohol-based hand rub,Oakland County,Nov-20,64
Alcohol-based hand rub,Oakland County,Dec-20,66
Alcohol-based hand rub,Macomb County,Jan-20,37
Alcohol-based hand rub,Macomb County,Feb-20,40
Alcohol-based hand rub,Macomb County,Mar-20,43
Alcohol-based hand rub,Macomb County,Apr-20,35
Alcohol-based hand rub,Macomb County,May-20,40
Alcohol-based hand rub,Macomb County,Jun-20,40
Alcohol-based hand rub,Macomb County,Jul-20,33
Alcohol-based hand rub,Macomb County,Aug-20,38
Alcohol-based hand rub,Macomb County,Sep-20,30
Alcohol-based hand rub,Macomb County,Oct-20,35
Alcohol-based hand rub,Macomb County,Nov-20,36
Alcohol-based hand rub,Macomb County,Dec-20,30
Alcohol-based hand rub,Macomb County,Jan-20,33
Alcohol-based hand rub,Macomb County,Feb-20,35
Alcohol-based hand rub,Macomb County,Mar-20,31
Alcohol-based hand rub,Macomb County,Apr-20,32
Alcohol-based hand rub,Macomb County,May-20,27
Alcohol-based hand rub,Macomb County,Jun-20,32
Alcohol-based hand rub,Macomb County,Jul-20,30
Alcohol-based hand rub,Macomb County,Aug-20,25
Alcohol-based hand rub,Macomb County,Sep-20,24
Alcohol-based hand rub,Macomb County,Oct-20,29
Alcohol-based hand rub,Macomb County,Nov-20,27
Alcohol-based hand rub,Macomb County,Dec-20,23
Alcohol-based hand rub,Genesee County,Jan-20,35
Alcohol-based hand rub,Genesee County,Feb-20,34
Alcohol-based hand rub,Genesee County,Mar-20,35
Alcohol-based hand rub,Genesee County,Apr-20,36
Alcohol-based hand rub,Genesee County,May-20,33
Alcohol-based hand rub,Genesee County,Jun-20,38
Alcohol-based hand rub,Genesee County,Jul-20,33
Alcohol-based hand rub,Genesee County,Aug-20,29
Alcohol-based hand rub,Genesee County,Sep-20,27
Alcohol-based hand rub,Genesee County,Oct-20,31
Alcohol-based hand rub,Genesee County,Nov-20,28
Alcohol-based hand rub,Genesee County,Dec-20,33
Alcohol-based hand rub,Genesee County,Jan-20,31
Alcohol-based hand rub,Genesee County,Feb-20,29
Alcohol-based hand rub,Genesee County,Mar-20,26
Alcohol-based hand rub,Genesee County,Apr-20,25
Alcohol-based hand rub,Genesee County,May-20,25
Alcohol-based hand rub,Genesee County,Jun-20,29
Alcohol-based hand rub,Genesee County,Jul-20,27
Alcohol-based hand rub,Genesee County,Aug-20,30
Alcohol-based hand rub,Genesee County,Sep-20,29
Alcohol-based hand rub,Genesee County,Oct-20,27
Alcohol-based hand rub,Genesee County,Nov-20,27
Alcohol-based hand rub,Genesee County,Dec-20,25
Alcohol-based hand rub,Washtenaw County,Jan-20,115
Alcohol-based hand rub,Washtenaw County,Feb-20,107
Alcohol-based hand rub,Washtenaw County,Mar-20,111
Alcohol-based hand rub,Washtenaw County,Apr-20,106
Alcohol-based hand rub,Washtenaw County,May-20,108
Alcohol-based hand rub,Washtenaw County,Jun-20,107
Alcohol-based hand rub,Washtenaw County,Jul-20,97
Alcohol-based hand rub,Washtenaw County,Aug-20,91
Alcohol-based hand rub,Washtenaw County,Sep-20,91
Alcohol-based hand rub,Washtenaw County,Oct-20,88
Alcohol-based hand rub,Washtenaw County,Nov-20,91
Alcohol-based hand rub,Washtenaw County,Dec-20,84
Alcohol-based hand rub,Washtenaw County,Jan-20,98
Alcohol-based hand rub,Washtenaw County,Feb-20,89
Alcohol-based hand rub,Washtenaw County,Mar-20,89
Alcohol-based hand rub,Washtenaw County,Apr-20,96
Alcohol-based hand rub,Washtenaw County,May-20,86
Alcohol-based hand rub,Washtenaw County,Jun-20,88
Alcohol-based hand rub,Washtenaw County,Jul-20,76
Alcohol-based hand rub,Washtenaw County,Aug-20,79
Alcohol-based hand rub,Washtenaw County,Sep-20,73
Alcohol-based hand rub,Washtenaw County,Oct-20,68
Alcohol-based hand rub,Washtenaw County,Nov-20,70
Alcohol-based hand rub,Washtenaw County,Dec-20,73
Alcohol-based hand rub,Kent County,Jan-20,41
Alcohol-based hand rub,Kent County,Feb-20,37
Alcohol-based hand rub,Kent County,Mar-20,44
Alcohol-based hand rub,Kent County,Apr-20,46
Alcohol-based hand rub,Kent County,May-20,43
Alcohol-based hand rub,Kent County,Jun-20,42
Alcohol-based hand rub,Kent County,Jul-20,30
Alcohol-based hand rub,Kent County,Aug-20,32
Alcohol-based hand rub,Kent County,Sep-20,35
Alcohol-based hand rub,Kent County,Oct-20,36
Alcohol-based hand rub,Kent County,Nov-20,32
Alcohol-based hand rub,Kent County,Dec-20,35
Alcohol-based hand rub,Kent County,Jan-20,37
Alcohol-based hand rub,Kent County,Feb-20,38
Alcohol-based hand rub,Kent County,Mar-20,33
Alcohol-based hand rub,Kent County,Apr-20,32
Alcohol-based hand rub,Kent County,May-20,33
Alcohol-based hand rub,Kent County,Jun-20,38
Alcohol-based hand rub,Kent County,Jul-20,28
Alcohol-based hand rub,Kent County,Aug-20,28
Alcohol-based hand rub,Kent County,Sep-20,31
Alcohol-based hand rub,Kent County,Oct-20,28
Alcohol-based hand rub,Kent County,Nov-20,27
Alcohol-based hand rub,Kent County,Dec-20,22
Alcohol-based hand rub,Saginaw County,Jan-20,43
Alcohol-based hand rub,Saginaw County,Feb-20,35
Alcohol-based hand rub,Saginaw County,Mar-20,39
Alcohol-based hand rub,Saginaw County,Apr-20,35
Alcohol-based hand rub,Saginaw County,May-20,36
Alcohol-based hand rub,Saginaw County,Jun-20,34
Alcohol-based hand rub,Saginaw County,Jul-20,30
Alcohol-based hand rub,Saginaw County,Aug-20,35
Alcohol-based hand rub,Saginaw County,Sep-20,34
Alcohol-based hand rub,Saginaw County,Oct-20,30
Alcohol-based hand rub,Saginaw County,Nov-20,35
Alcohol-based hand rub,Saginaw County,Dec-20,32
Alcohol-based hand rub,Saginaw County,Jan-20,35
Alcohol-based hand rub,Saginaw County,Feb-20,28
Alcohol-based hand rub,Saginaw County,Mar-20,36
Alcohol-based hand rub,Saginaw County,Apr-20,36
Alcohol-based hand rub,Saginaw County,May-20,29
Alcohol-based hand rub,Saginaw County,Jun-20,30
Alcohol-based hand rub,Saginaw County,Jul-20,32
Alcohol-based hand rub,Saginaw County,Aug-20,24
Alcohol-based hand rub,Saginaw County,Sep-20,26
Alcohol-based hand rub,Saginaw County,Oct-20,31
Alcohol-based hand rub,Saginaw County,Nov-20,29
Alcohol-based hand rub,Saginaw County,Dec-20,24
Alcohol-based hand rub,Ingham County,Jan-20,59
Alcohol-based hand rub,Ingham County,Feb-20,61
Alcohol-based hand rub,Ingham County,Mar-20,60
Alcohol-based hand rub,Ingham County,Apr-20,61
Alcohol-based hand rub,Ingham County,May-20,54
Alcohol-based hand rub,Ingham County,Jun-20,55
Alcohol-based hand rub,Ingham County,Jul-20,48
Alcohol-based hand rub,Ingham County,Aug-20,53
Alcohol-based hand rub,Ingham County,Sep-20,48
Alcohol-based hand rub,Ingham County,Oct-20,47
Alcohol-based hand rub,Ingham County,Nov-20,46
Alcohol-based hand rub,Ingham County,Dec-20,47
Alcohol-based hand rub,Ingham County,Jan-20,44
Alcohol-based hand rub,Ingham County,Feb-20,48
Alcohol-based hand rub,Ingham County,Mar-20,51
Alcohol-based hand rub,Ingham County,Apr-20,45
Alcohol-based hand rub,Ingham County,May-20,44
Alcohol-based hand rub,Ingham County,Jun-20,51
Alcohol-based hand rub,Ingham County,Jul-20,45
Alcohol-based hand rub,Ingham County,Aug-20,35
Alcohol-based hand rub,Ingham County,Sep-20,37
Alcohol-based hand rub,Ingham County,Oct-20,37
Alcohol-based hand rub,Ingham County,Nov-20,41
Alcohol-based hand rub,Ingham County,Dec-20,32
Alcohol-based hand rub,Livingston County,Jan-20,22
Alcohol-based hand rub,Livingston County,Feb-20,24
Alcohol-based hand rub,Livingston County,Mar-20,22
Alcohol-based hand rub,Livingston County,Apr-20,19
Alcohol-based hand rub,Livingston County,May-20,21
Alcohol-based hand rub,Livingston County,Jun-20,19
Alcohol-based hand rub,Livingston County,Jul-20,16
Alcohol-based hand rub,Livingston County,Aug-20,19
Alcohol-based hand rub,Livingston County,Sep-20,17
Alcohol-based hand rub,Livingston County,Oct-20,20
Alcohol-based hand rub,Livingston County,Nov-20,17
Alcohol-based hand rub,Livingston County,Dec-20,20
Alcohol-based hand rub,Livingston County,Jan-20,22
Alcohol-based hand rub,Livingston County,Feb-20,24
Alcohol-based hand rub,Livingston County,Mar-20,18
Alcohol-based hand rub,Livingston County,Apr-20,21
Alcohol-based hand rub,Livingston County,May-20,22
Alcohol-based hand rub,Livingston County,Jun-20,17
Alcohol-based hand rub,Livingston County,Jul-20,15
Alcohol-based hand rub,Livingston County,Aug-20,20
Alcohol-based hand rub,Livingston County,Sep-20,12
Alcohol-based hand rub,Livingston County,Oct-20,21
Alcohol-based hand rub,Livingston County,Nov-20,16
Alcohol-based hand rub,Livingston County,Dec-20,20
Alcohol-based hand rub,St. Clair County,Jan-20,13
Alcohol-based hand rub,St. Clair County,Feb-20,12
Alcohol-based hand rub,St. Clair County,Mar-20,16
Alcohol-based hand rub,St. Clair County,Apr-20,9
Alcohol-based hand rub,St. Clair County,May-20,10
Alcohol-based hand rub,St. Clair County,Jun-20,11
Alcohol-based hand rub,St. Clair County,Jul-20,10
Alcohol-based hand rub,St. Clair County,Aug-20,9
Alcohol-based hand rub,St. Clair County,Sep-20,11
Alcohol-based hand rub,St. Clair County,Oct-20,9
Alcohol-based hand rub,St. Clair County,Nov-20,13
Alcohol-based hand rub,St. Clair County,Dec-20,11
Alcohol-based hand rub,St. Clair County,Jan-20,10
Alcohol-based hand rub,St. Clair County,Feb-20,9
Alcohol-based hand rub,St. Clair County,Mar-20,7
Alcohol-based hand rub,St. Clair County,Apr-20,13
Alcohol-based hand rub,St. Clair County,May-20,12
Alcohol-based hand rub,St. Clair County,Jun-20,13
Alcohol-based hand rub,St. Clair County,Jul-20,10
Alcohol-based hand rub,St. Clair County,Aug-20,9
Alcohol-based hand rub,St. Clair County,Sep-20,12
Alcohol-based hand rub,St. Clair County,Oct-20,15
Alcohol-based hand rub,St. Clair County,Nov-20,8
Alcohol-based hand rub,St. Clair County,Dec-20,8
Alcohol-based hand rub,Monroe County,Jan-20,39
Alcohol-based hand rub,Monroe County,Feb-20,38
Alcohol-based hand rub,Monroe County,Mar-20,37
Alcohol-based hand rub,Monroe County,Apr-20,35
Alcohol-based hand rub,Monroe County,May-20,36
Alcohol-based hand rub,Monroe County,Jun-20,32
Alcohol-based hand rub,Monroe County,Jul-20,41
Alcohol-based hand rub,Monroe County,Aug-20,37
Alcohol-based hand rub,Monroe County,Sep-20,33
Alcohol-based hand rub,Monroe County,Oct-20,36
Alcohol-based hand rub,Monroe County,Nov-20,33
Alcohol-based hand rub,Monroe County,Dec-20,32
Alcohol-based hand rub,Monroe County,Jan-20,29
Alcohol-based hand rub,Monroe County,Feb-20,32
Alcohol-based hand rub,Monroe County,Mar-20,34
Alcohol-based hand rub,Monroe County,Apr-20,27
Alcohol-based hand rub,Monroe County,May-20,29
Alcohol-based hand rub,Monroe County,Jun-20,32
Alcohol-based hand rub,Monroe County,Jul-20,27
Alcohol-based hand rub,Monroe County,Aug-20,33
Alcohol-based hand rub,Monroe County,Sep-20,28
Alcohol-based hand rub,Monroe County,Oct-20,24
Alcohol-based hand rub,Monroe County,Nov-20,30
Alcohol-based hand rub,Monroe County,Dec-20,31
"Chlorine, HTH 70%",Wayne County,Jan-20,107
"Chlorine, HTH 70%",Wayne County,Feb-20,106
"Chlorine, HTH 70%",Wayne County,Mar-20,107
"Chlorine, HTH 70%",Wayne County,Apr-20,101
"Chlorine, HTH 70%",Wayne County,May-20,103
"Chlorine, HTH 70%",Wayne County,Jun-20,108
"Chlorine, HTH 70%",Wayne County,Jul-20,103
"Chlorine, HTH 70%",Wayne County,Aug-20,104
"Chlorine, HTH 70%",Wayne County,Sep-20,107
"Chlorine, HTH 70%",Wayne County,Oct-20,106
"Chlorine, HTH 70%",Wayne County,Nov-20,107
"Chlorine, HTH 70%",Wayne County,Dec-20,108
"Chlorine, HTH 70%",Wayne County,Jan-20,113
"Chlorine, HTH 70%",Wayne County,Feb-20,113
"Chlorine, HTH 70%",Wayne County,Mar-20,118
"Chlorine, HTH 70%",Wayne County,Apr-20,121
"Chlorine, HTH 70%",Wayne County,May-20,119
"Chlorine, HTH 70%",Wayne County,Jun-20,117
"Chlorine, HTH 70%",Wayne County,Jul-20,111
"Chlorine, HTH 70%",Wayne County,Aug-20,112
"Chlorine, HTH 70%",Wayne County,Sep-20,113
"Chlorine, HTH 70%",Wayne County,Oct-20,119
"Chlorine, HTH 70%",Wayne County,Nov-20,118
"Chlorine, HTH 70%",Wayne County,Dec-20,124
"Chlorine, HTH 70%",Oakland County,Jan-20,42
"Chlorine, HTH 70%",Oakland County,Feb-20,40
"Chlorine, HTH 70%",Oakland County,Mar-20,45
"Chlorine, HTH 70%",Oakland County,Apr-20,44
"Chlorine, HTH 70%",Oakland County,May-20,42
"Chlorine, HTH 70%",Oakland County,Jun-20,38
"Chlorine, HTH 70%",Oakland County,Jul-20,44
"Chlorine, HTH 70%",Oakland County,Aug-20,43
"Chlorine, HTH 70%",Oakland County,Sep-20,42
"Chlorine, HTH 70%",Oakland County,Oct-20,45
"Chlorine, HTH 70%",Oakland County,Nov-20,38
"Chlorine, HTH 70%",Oakland County,Dec-20,46
"Chlorine, HTH 70%",Oakland County,Jan-20,45
"Chlorine, HTH 70%",Oakland County,Feb-20,42
"Chlorine, HTH 70%",Oakland County,Mar-20,48
"Chlorine, HTH 70%",Oakland County,Apr-20,43
"Chlorine, HTH 70%",Oakland County,May-20,43
"Chlorine, HTH 70%",Oakland County,Jun-20,49
"Chlorine, HTH 70%",Oakland County,Jul-20,48
"Chlorine, HTH 70%",Oakland County,Aug-20,42
"Chlorine, HTH 70%",Oakland County,Sep-20,45
"Chlorine, HTH 70%",Oakland County,Oct-20,48
