product,market,month,value
Alcohol-based hand rub,Washtenaw County,Oct-20,847
Alcohol-based hand rub,Washtenaw County,Nov-20,856
Alcohol-based hand rub,Washtenaw County,Dec-20,882
Alcohol-based hand rub,Kent County,Jan-20,842
Alcohol-based hand rub,Kent County,Feb-20,867
Alcohol-based hand rub,Kent County,Mar-20,857
Alcohol-based hand rub,Kent County,Apr-20,873
Alcohol-based hand rub,Kent County,May-20,875
Alcohol-based hand rub,Kent County,Jun-20,849
Alcohol-based hand rub,Kent County,Jul-20,883
Alcohol-based hand rub,Kent County,Aug-20,856
Alcohol-based hand rub,Kent County,Sep-20,883
Alcohol-based hand rub,Kent County,Oct-20,840
Alcohol-based hand rub,Kent County,Nov-20,837
Alcohol-based hand rub,Kent County,Dec-20,851
Alcohol-based hand rub,Kent County,Jan-20,849
Alcohol-based hand rub,Kent County,Feb-20,877
Alcohol-based hand rub,Kent County,Mar-20,838
Alcohol-based hand rub,Kent County,Apr-20,880
Alcohol-based hand rub,Kent County,May-20,872
Alcohol-based hand rub,Kent County,Jun-20,873
Alcohol-based hand rub,Kent County,Jul-20,882
Alcohol-based hand rub,Kent County,Aug-20,868
Alcohol-based hand rub,Kent County,Sep-20,862
Alcohol-based hand rub,Kent County,Oct-20,838
Alcohol-based hand rub,Kent County,Nov-20,867
Alcohol-based hand rub,Kent County,Dec-20,837
Alcohol-based hand rub,Saginaw County,Jan-20,874
Alcohol-based hand rub,Saginaw County,Feb-20,863
Alcohol-based hand rub,Saginaw County,Mar-20,869
Alcohol-based hand rub,Saginaw County,Apr-20,865
Alcohol-based hand rub,Saginaw County,May-20,870
Alcohol-based hand rub,Saginaw County,Jun-20,861
Alcohol-based hand rub,Saginaw County,Jul-20,836
Alcohol-based hand rub,Saginaw County,Aug-20,873
Alcohol-based hand rub,Saginaw County,Sep-20,847
Alcohol-based hand rub,Saginaw County,Oct-20,850
Alcohol-based hand rub,Saginaw County,Nov-20,855
Alcohol-based hand rub,Saginaw County,Dec-20,856
Alcohol-based hand rub,Saginaw County,Jan-20,876
Alcohol-based hand rub,Saginaw County,Feb-20,855
Alcohol-based hand rub,Saginaw County,Mar-20,837
Alcohol-based hand rub,Saginaw County,Apr-20,842
Alcohol-based hand rub,Saginaw County,May-20,850
Alcohol-based hand rub,Saginaw County,Jun-20,835
Alcohol-based hand rub,Saginaw County,Jul-20,848
Alcohol-based hand rub,Saginaw County,Aug-20,882
Alcohol-based hand rub,Saginaw County,Sep-20,852
Alcohol-based hand rub,Saginaw County,Oct-20,866
Alcohol-based hand rub,Saginaw County,Nov-20,863
Alcohol-based hand rub,Saginaw County,Dec-20,852
Alcohol-based hand rub,Ingham County,Jan-20,850
Alcohol-based hand rub,Ingham County,Feb-20,865
Alcohol-based hand rub,Ingham County,Mar-20,861
Alcohol-based hand rub,Ingham County,Apr-20,866
Alcohol-based hand rub,Ingham County,May-20,851
Alcohol-based hand rub,Ingham County,Jun-20,869
Alcohol-based hand rub,Ingham County,Jul-20,846
Alcohol-based hand rub,Ingham County,Aug-20,856
Alcohol-based hand rub,Ingham County,Sep-20,858
Alcohol-based hand rub,Ingham County,Oct-20,842
Alcohol-based hand rub,Ingham County,Nov-20,875
Alcohol-based hand rub,Ingham County,Dec-20,846
Alcohol-based hand rub,Ingham County,Jan-20,870
Alcohol-based hand rub,Ingham County,Feb-20,844
Alcohol-based hand rub,Ingham County,Mar-20,846
Alcohol-based hand rub,Ingham County,Apr-20,846
Alcohol-based hand rub,Ingham County,May-20,841
Alcohol-based hand rub,Ingham County,Jun-20,855
Alcohol-based hand rub,Ingham County,Jul-20,868
Alcohol-based hand rub,Ingham County,Aug-20,849
Alcohol-based hand rub,Ingham County,Sep-20,874
Alcohol-based hand rub,Ingham County,Oct-20,861
Alcohol-based hand rub,Ingham County,Nov-20,873
Alcohol-based hand rub,Ingham County,Dec-20,873
Alcohol-based hand rub,Livingston County,Jan-20,876
Alcohol-based hand rub,Livingston County,Feb-20,875
Alcohol-based hand rub,Livingston County,Mar-20,847
Alcohol-based hand rub,Livingston County,Apr-20,870
Alcohol-based hand rub,Livingston County,May-20,872
Alcohol-based hand rub,Livingston County,Jun-20,864
Alcohol-based hand rub,Livingston County,Jul-20,854
Alcohol-based hand rub,Livingston County,Aug-20,862
Alcohol-based hand rub,Livingston County,Sep-20,881
Alcohol-based hand rub,Livingston County,Oct-20,847
Alcohol-based hand rub,Livingston County,Nov-20,858
Alcohol-based hand rub,Livingston County,Dec-20,869
Alcohol-based hand rub,Livingston County,Jan-20,866
Alcohol-based hand rub,Livingston County,Feb-20,873
Alcohol-based hand rub,Livingston County,Mar-20,867
Alcohol-based hand rub,Livingston County,Apr-20,866
Alcohol-based hand rub,Livingston County,May-20,837
Alcohol-based hand rub,Livingston County,Jun-20,842
Alcohol-based hand rub,Livingston County,Jul-20,863
Alcohol-based hand rub,Livingston County,Aug-20,846
Alcohol-based hand rub,Livingston County,Sep-20,861
Alcohol-based hand rub,Livingston County,Oct-20,843
Alcohol-based hand rub,Livingston County,Nov-20,859
Alcohol-based hand rub,Livingston County,Dec-20,873
Alcohol-based hand rub,St. Clair County,Jan-20,841
Alcohol-based hand rub,St. Clair County,Feb-20,841
Alcohol-based hand rub,St. Clair County,Mar-20,852
Alcohol-based hand rub,St. Clair County,Apr-20,878
Alcohol-based hand rub,St. Clair County,May-20,866
Alcohol-based hand rub,St. Clair County,Jun-20,845
Alcohol-based hand rub,St. Clair County,Jul-20,853
Alcohol-based hand rub,St. Clair County,Aug-20,853
Alcohol-based hand rub,St. Clair County,Sep-20,837
Alcohol-based hand rub,St. Clair County,Oct-20,877
Alcohol-based hand rub,St. Clair County,Nov-20,839
Alcohol-based hand rub,St. Clair County,Dec-20,854
Alcohol-based hand rub,St. Clair County,Jan-20,874
Alcohol-based hand rub,St. Clair County,Feb-20,850
Alcohol-based hand rub,St. Clair County,Mar-20,848
Alcohol-based hand rub,St. Clair County,Apr-20,873
Alcohol-based hand rub,St. Clair County,May-20,861
Alcohol-based hand rub,St. Clair County,Jun-20,836
Alcohol-based hand rub,St. Clair County,Jul-20,876
Alcohol-based hand rub,St. Clair County,Aug-20,868
Alcohol-based hand rub,St. Clair County,Sep-20,834
Alcohol-based hand rub,St. Clair County,Oct-20,854
Alcohol-based hand rub,St. Clair County,Nov-20,851
Alcohol-based hand rub,St. Clair County,Dec-20,857
Alcohol-based hand rub,Monroe County,Jan-20,868
Alcohol-based hand rub,Monroe County,Feb-20,853
Alcohol-based hand rub,Monroe County,Mar-20,853
Alcohol-based hand rub,Monroe County,Apr-20,853
Alcohol-based hand rub,Monroe County,May-20,846
Alcohol-based hand rub,Monroe County,Jun-20,841
Alcohol-based hand rub,Monroe County,Jul-20,878
Alcohol-based hand rub,Monroe County,Aug-20,849
Alcohol-based hand rub,Monroe County,Sep-20,876
Alcohol-based hand rub,Monroe County,Oct-20,877
Alcohol-based hand rub,Monroe County,Nov-20,844
Alcohol-based hand rub,Monroe County,Dec-20,860
Alcohol-based hand rub,Monroe County,Jan-20,838
Alcohol-based hand rub,Monroe County,Feb-20,883
Alcohol-based hand rub,Monroe County,Mar-20,872
Alcohol-based hand rub,Monroe County,Apr-20,855
Alcohol-based hand rub,Monroe County,May-20,878
Alcohol-based hand rub,Monroe County,Jun-20,880
Alcohol-based hand rub,Monroe County,Jul-20,882
Alcohol-based hand rub,Monroe County,Aug-20,835
Alcohol-based hand rub,Monroe County,Sep-20,876
Alcohol-based hand rub,Monroe County,Oct-20,852
Alcohol-based hand rub,Monroe County,Nov-20,859
Alcohol-based hand rub,Monroe County,Dec-20,871
"Chlorine, HTH 70%",Wayne County,Jan-20,790
"Chlorine, HTH 70%",Wayne County,Feb-20,755
"Chlorine, HTH 70%",Wayne County,Mar-20,758
"Chlorine, HTH 70%",Wayne County,Apr-20,775
"Chlorine, HTH 70%",Wayne County,May-20,771
"Chlorine, HTH 70%",Wayne County,Jun-20,758
"Chlorine, HTH 70%",Wayne County,Jul-20,765
"Chlorine, HTH 70%",Wayne County,Aug-20,799
"Chlorine, HTH 70%",Wayne County,Sep-20,783
"Chlorine, HTH 70%",Wayne County,Oct-20,761
"Chlorine, HTH 70%",Wayne County,Nov-20,791
"Chlorine, HTH 70%",Wayne County,Dec-20,752
"Chlorine, HTH 70%",Wayne County,Jan-20,751
"Chlorine, HTH 70%",Wayne County,Feb-20,780
"Chlorine, HTH 70%",Wayne County,Mar-20,771
"Chlorine, HTH 70%",Wayne County,Apr-20,794
"Chlorine, HTH 70%",Wayne County,May-20,757
"Chlorine, HTH 70%",Wayne County,Jun-20,793
"Chlorine, HTH 70%",Wayne County,Jul-20,753
"Chlorine, HTH 70%",Wayne County,Aug-20,759
"Chlorine, HTH 70%",Wayne County,Sep-20,767
"Chlorine, HTH 70%",Wayne County,Oct-20,798
"Chlorine, HTH 70%",Wayne County,Nov-20,752
"Chlorine, HTH 70%",Wayne County,Dec-20,780
"Chlorine, HTH 70%",Oakland County,Jan-20,770
"Chlorine, HTH 70%",Oakland County,Feb-20,794
"Chlorine, HTH 70%",Oakland County,Mar-20,795
"Chlorine, HTH 70%",Oakland County,Apr-20,766
"Chlorine, HTH 70%",Oakland County,May-20,750
"Chlorine, HTH 70%",Oakland County,Jun-20,784
"Chlorine, HTH 70%",Oakland County,Jul-20,788
"Chlorine, HTH 70%",Oakland County,Aug-20,769
"Chlorine, HTH 70%",Oakland County,Sep-20,764
"Chlorine, HTH 70%",Oakland County,Oct-20,785
"Chlorine, HTH 70%",Oakland County,Nov-20,769
"Chlorine, HTH 70%",Oakland County,Dec-20,772
"Chlorine, HTH 70%",Oakland County,Jan-20,787
"Chlorine, HTH 70%",Oakland County,Feb-20,765
"Chlorine, HTH 70%",Oakland County,Mar-20,778
"Chlorine, HTH 70%",Oakland County,Apr-20,750
"Chlorine, HTH 70%",Oakland County,May-20,751
"Chlorine, HTH 70%",Oakland County,Jun-20,770
"Chlorine, HTH 70%",Oakland County,Jul-20,766
"Chlorine, HTH 70%",Oakland County,Aug-20,758
"Chlorine, HTH 70%",Oakland County,Sep-20,780
"Chlorine, HTH 70%",Oakland County,Oct-20,776
"Chlorine, HTH 70%",Oakland County,Nov-20,793
"Chlorine, HTH 70%",Oakland County,Dec-20,778
"Chlorine, HTH 70%",Macomb County,Jan-20,780
"Chlorine, HTH 70%",Macomb County,Feb-20,762
"Chlorine, HTH 70%",Macomb County,Mar-20,797
"Chlorine, HTH 70%",Macomb County,Apr-20,770
"Chlorine, HTH 70%",Macomb County,May-20,795
"Chlorine, HTH 70%",Macomb County,Jun-20,798
"Chlorine, HTH 70%",Macomb County,Jul-20,775
"Chlorine, HTH 70%",Macomb County,Aug-20,765
"Chlorine, HTH 70%",Macomb County,Sep-20,758
"Chlorine, HTH 70%",Macomb County,Oct-20,786
"Chlorine, HTH 70%",Macomb County,Nov-20,770
"Chlorine, HTH 70%",Macomb County,Dec-20,778
"Chlorine, HTH 70%",Macomb County,Jan-20,796
"Chlorine, HTH 70%",Macomb County,Feb-20,790
"Chlorine, HTH 70%",Macomb County,Mar-20,766
"Chlorine, HTH 70%",Macomb County,Apr-20,753
"Chlorine, HTH 70%",Macomb County,May-20,750
"Chlorine, HTH 70%",Macomb County,Jun-20,776
"Chlorine, HTH 70%",Macomb County,Jul-20,781
"Chlorine, HTH 70%",Macomb County,Aug-20,786
"Chlorine, HTH 70%",Macomb County,Sep-20,791
"Chlorine, HTH 70%",Macomb County,Oct-20,791
"Chlorine, HTH 70%",Macomb County,Nov-20,778
"Chlorine, HTH 70%",Macomb County,Dec-20,751
"Chlorine, HTH 70%",Genesee County,Jan-20,776
"Chlorine, HTH 70%",Genesee County,Feb-20,766
"Chlorine, HTH 70%",Genesee County,Mar-20,787
"Chlorine, HTH 70%",Genesee County,Apr-20,772
"Chlorine, HTH 70%",Genesee County,May-20,775
"Chlorine, HTH 70%",Genesee County,Jun-20,775
"Chlorine, HTH 70%",Genesee County,Jul-20,786
"Chlorine, HTH 70%",Genesee County,Aug-20,754
"Chlorine, HTH 70%",Genesee County,Sep-20,777
"Chlorine, HTH 70%",Genesee County,Oct-20,772
"Chlorine, HTH 70%",Genesee County,Nov-20,792
"Chlorine, HTH 70%",Genesee County,Dec-20,794
"Chlorine, HTH 70%",Genesee County,Jan-20,790
"Chlorine, HTH 70%",Genesee County,Feb-20,761
"Chlorine, HTH 70%",Genesee County,Mar-20,753
"Chlorine, HTH 70%",Genesee County,Apr-20,767
"Chlorine, HTH 70%",Genesee County,May-20,766
"Chlorine, HTH 70%",Genesee County,Jun-20,758
"Chlorine, HTH 70%",Genesee County,Jul-20,782
"Chlorine, HTH 70%",Genesee County,Aug-20,768
"Chlorine, HTH 70%",Genesee County,Sep-20,783
"Chlorine, HTH 70%",Genesee County,Oct-20,788
"Chlorine, HTH 70%",Genesee County,Nov-20,758
"Chlorine, HTH 70%",Genesee County,Dec-20,762
"Chlorine, HTH 70%",Washtenaw County,Jan-20,797
"Chlorine, HTH 70%",Washtenaw County,Feb-20,774
"Chlorine, HTH 70%",Washtenaw County,Mar-20,763
"Chlorine, HTH 70%",Washtenaw County,Apr-20,791
"Chlorine, HTH 70%",Washtenaw County,May-20,799
"Chlorine, HTH 70%",Washtenaw County,Jun-20,792
"Chlorine, HTH 70%",Washtenaw County,Jul-20,750
"Chlorine, HTH 70%",Washtenaw County,Aug-20,787
"Chlorine, HTH 70%",Washtenaw County,Sep-20,782
"Chlorine, HTH 70%",Washtenaw County,Oct-20,785
"Chlorine, HTH 70%",Washtenaw County,Nov-20,768
"Chlorine, HTH 70%",Washtenaw County,Dec-20,769
"Chlorine, HTH 70%",Washtenaw County,Jan-20,758
"Chlorine, HTH 70%",Washtenaw County,Feb-20,750
"Chlorine, HTH 70%",Washtenaw County,Mar-20,764
"Chlorine, HTH 70%",Washtenaw County,Apr-20,797
"Chlorine, HTH 70%",Washtenaw County,May-20,754
"Chlorine, HTH 70%",Washtenaw County,Jun-20,762
"Chlorine, HTH 70%",Washtenaw County,Jul-20,755
"Chlorine, HTH 70%",Washtenaw County,Aug-20,752
"Chlorine, HTH 70%",Washtenaw County,Sep-20,787
"Chlorine, HTH 70%",Washtenaw County,Oct-20,757
"Chlorine, HTH 70%",Washtenaw County,Nov-20,750
"Chlorine, HTH 70%",Washtenaw County,Dec-20,787
"Chlorine, HTH 70%",Kent County,Jan-20,764
"Chlorine, HTH 70%",Kent County,Feb-20,797
"Chlorine, HTH 70%",Kent County,Mar-20,794
"Chlorine, HTH 70%",Kent County,Apr-20,758
"Chlorine, HTH 70%",Kent County,May-20,776
"Chlorine, HTH 70%",Kent County,Jun-20,782
"Chlorine, HTH 70%",Kent County,Jul-20,786
"Chlorine, HTH 70%",Kent County,Aug-20,776
"Chlorine, HTH 70%",Kent County,Sep-20,768
"Chlorine, HTH 70%",Kent County,Oct-20,798
"Chlorine, HTH 70%",Kent County,Nov-20,795
"Chlorine, HTH 70%",Kent County,Dec-20,755
"Chlorine, HTH 70%",Kent County,Jan-20,764
"Chlorine, HTH 70%",Kent County,Feb-20,761
"Chlorine, HTH 70%",Kent County,Mar-20,793
"Chlorine, HTH 70%",Kent County,Apr-20,752
"Chlorine, HTH 70%",Kent County,May-20,765
"Chlorine, HTH 70%",Kent County,Jun-20,769
"Chlorine, HTH 70%",Kent County,Jul-20,796
"Chlorine, HTH 70%",Kent County,Aug-20,793
"Chlorine, HTH 70%",Kent County,Sep-20,771
"Chlorine, HTH 70%",Kent County,Oct-20,791
"Chlorine, HTH 70%",Kent County,Nov-20,777
"Chlorine, HTH 70%",Kent County,Dec-20,795
"Chlorine, HTH 70%",Saginaw County,Jan-20,757
"Chlorine, HTH 70%",Saginaw County,Feb-20,769
"Chlorine, HTH 70%",Saginaw County,Mar-20,780
"Chlorine, HTH 70%",Saginaw County,Apr-20,768
"Chlorine, HTH 70%",Saginaw County,May-20,755
"Chlorine, HTH 70%",Saginaw County,Jun-20,766
"Chlorine, HTH 70%",Saginaw County,Jul-20,783
"Chlorine, HTH 70%",Saginaw County,Aug-20,755
"Chlorine, HTH 70%",Saginaw County,Sep-20,772
"Chlorine, HTH 70%",Saginaw County,Oct-20,763
"Chlorine, HTH 70%",Saginaw County,Nov-20,780
"Chlorine, HTH 70%",Saginaw County,Dec-20,769
"Chlorine, HTH 70%",Saginaw County,Jan-20,795
"Chlorine, HTH 70%",Saginaw County,Feb-20,785
"Chlorine, HTH 70%",Saginaw County,Mar-20,797
"Chlorine, HTH 70%",Saginaw County,Apr-20,782
"Chlorine, HTH 70%",Saginaw County,May-20,761
"Chlorine, HTH 70%",Saginaw County,Jun-20,777
"Chlorine, HTH 70%",Saginaw County,Jul-20,785
"Chlorine, HTH 70%",Saginaw County,Aug-20,792
"Chlorine, HTH 70%",Saginaw County,Sep-20,789
"Chlorine, HTH 70%",Saginaw County,Oct-20,757
"Chlorine, HTH 70%",Saginaw County,Nov-20,764
"Chlorine, HTH 70%",Saginaw County,Dec-20,782
"Chlorine, HTH 70%",Ingham County,Jan-20,781
"Chlorine, HTH 70%",Ingham County,Feb-20,769
"Chlorine, HTH 70%",Ingham County,Mar-20,760
"Chlorine, HTH 70%",Ingham County,Apr-20,756
"Chlorine, HTH 70%",Ingham County,May-20,796
"Chlorine, HTH 70%",Ingham County,Jun-20,797
"Chlorine, HTH 70%",Ingham County,Jul-20,775
"Chlorine, HTH 70%",Ingham County,Aug-20,764
"Chlorine, HTH 70%",Ingham County,Sep-20,769
"Chlorine, HTH 70%",Ingham County,Oct-20,797
"Chlorine, HTH 70%",Ingham County,Nov-20,771
"Chlorine, HTH 70%",Ingham County,Dec-20,753
"Chlorine, HTH 70%",Ingham County,Jan-20,794
"Chlorine, HTH 70%",Ingham County,Feb-20,761
"Chlorine, HTH 70%",Ingham County,Mar-20,795
"Chlorine, HTH 70%",Ingham County,Apr-20,751
"Chlorine, HTH 70%",Ingham County,May-20,762
"Chlorine, HTH 70%",Ingham County,Jun-20,755
"Chlorine, HTH 70%",Ingham County,Jul-20,759
"Chlorine, HTH 70%",Ingham County,Aug-20,780
"Chlorine, HTH 70%",Ingham County,Sep-20,799
"Chlorine, HTH 70%",Ingham County,Oct-20,755
"Chlorine, HTH 70%",Ingham County,Nov-20,768
"Chlorine, HTH 70%",Ingham County,Dec-20,793
"Chlorine, HTH 70%",Livingston County,Jan-20,753
"Chlorine, HTH 70%",Livingston County,Feb-20,771
"Chlorine, HTH 70%",Livingston County,Mar-20,757
"Chlorine, HTH 70%",Livingston County,Apr-20,761
"Chlorine, HTH 70%",Livingston County,May-20,775
"Chlorine, HTH 70%",Livingston County,Jun-20,765
"Chlorine, HTH 70%",Livingston County,Jul-20,790
"Chlorine, HTH 70%",Livingston County,Aug-20,789
"Chlorine, HTH 70%",Livingston County,Sep-20,758
"Chlorine, HTH 70%",Livingston County,Oct-20,790
"Chlorine, HTH 70%",Livingston County,Nov-20,766
"Chlorine, HTH 70%",Livingston County,Dec-20,781
"Chlorine, HTH 70%",Livingston County,Jan-20,790
"Chlorine, HTH 70%",Livingston County,Feb-20,787
"Chlorine, HTH 70%",Livingston County,Mar-20,753
"Chlorine, HTH 70%",Livingston County,Apr-20,773
"Chlorine, HTH 70%",Livingston County,May-20,788
"Chlorine, HTH 70%",Livingston County,Jun-20,777
"Chlorine, HTH 70%",Livingston County,Jul-20,777
"Chlorine, HTH 70%",Livingston County,Aug-20,782
"Chlorine, HTH 70%",Livingston County,Sep-20,799
"Chlorine, HTH 70%",Livingston County,Oct-20,766
"Chlorine, HTH 70%",Livingston County,Nov-20,783
"Chlorine, HTH 70%",Livingston County,Dec-20,751
"Chlorine, HTH 70%",St. Clair County,Jan-20,754
"Chlorine, HTH 70%",St. Clair County,Feb-20,767
"Chlorine, HTH 70%",St. Clair County,Mar-20,777
"Chlorine, HTH 70%",St. Clair County,Apr-20,762
"Chlorine, HTH 70%",St. Clair County,May-20,792
"Chlorine, HTH 70%",St. Clair County,Jun-20,755
"Chlorine, HTH 70%",St. Clair County,Jul-20,781
"Chlorine, HTH 70%",St. Clair County,Aug-20,761
"Chlorine, HTH 70%",St. Clair County,Sep-20,786
"Chlorine, HTH 70%",St. Clair County,Oct-20,789
"Chlorine, HTH 70%",St. Clair County,Nov-20,779
"Chlorine, HTH 70%",St. Clair County,Dec-20,789
"Chlorine, HTH 70%",St. Clair County,Jan-20,792
"Chlorine, HTH 70%",St. Clair County,Feb-20,794
"Chlorine, HTH 70%",St. Clair County,Mar-20,781
"Chlorine, HTH 70%",St. Clair County,Apr-20,770
"Chlorine, HTH 70%",St. Clair County,May-20,776
"Chlorine, HTH 70%",St. Clair County,Jun-20,776
"Chlorine, HTH 70%",St. Clair County,Jul-20,789
"Chlorine, HTH 70%",St. Clair County,Aug-20,785
"Chlorine, HTH 70%",St. Clair County,Sep-20,760
"Chlorine, HTH 70%",St. Clair County,Oct-20,780
"Chlorine, HTH 70%",St. Clair County,Nov-20,783
"Chlorine, HTH 70%",St. Clair County,Dec-20,760
"Chlorine, HTH 70%",Monroe County,Jan-20,759
"Chlorine, HTH 70%",Monroe County,Feb-20,792
"Chlorine, HTH 70%",Monroe County,Mar-20,765
"Chlorine, HTH 70%",Monroe County,Apr-20,770
"Chlorine, HTH 70%",Monroe County,May-20,754
"Chlorine, HTH 70%",Monroe County,Jun-20,789
"Chlorine, HTH 70%",Monroe County,Jul-20,755
"Chlorine, HTH 70%",Monroe County,Aug-20,784
"Chlorine, HTH 70%",Monroe County,Sep-20,753
"Chlorine, HTH 70%",Monroe County,Oct-20,775
"Chlorine, HTH 70%",Monroe County,Nov-20,799
"Chlorine, HTH 70%",Monroe County,Dec-20,762
"Chlorine, HTH 70%",Monroe County,Jan-20,792
"Chlorine, HTH 70%",Monroe County,Feb-20,755
"Chlorine, HTH 70%",Monroe County,Mar-20,795
"Chlorine, HTH 70%",Monroe County,Apr-20,777
"Chlorine, HTH 70%",Monroe County,May-20,782
"Chlorine, HTH 70%",Monroe County,Jun-20,790
"Chlorine, HTH 70%",Monroe County,Jul-20,754
"Chlorine, HTH 70%",Monroe County,Aug-20,795
"Chlorine, HTH 70%",Monroe County,Sep-20,782
"Chlorine, HTH 70%",Monroe County,Oct-20,757
"Chlorine, HTH 70%",Monroe County,Nov-20,796
"Chlorine, HTH 70%",Monroe County,Dec-20,796
Safety box,Wayne County,Jan-20,762
Safety box,Wayne County,Feb-20,725
Safety box,Wayne County,Mar-20,728
Safety box,Wayne County,Apr-20,720
Safety box,Wayne County,May-20,734
Safety box,Wayne County,Jun-20,760
Safety box,Wayne County,Jul-20,758
Safety box,Wayne County,Aug-20,749
Safety box,Wayne County,Sep-20,742
Safety box,Wayne County,Oct-20,755
Safety box,Wayne County,Nov-20,739
Safety box,Wayne County,Dec-20,728
Safety box,Wayne County,Jan-20,759
Safety box,Wayne County,Feb-20,749
Safety box,Wayne County,Mar-20,736
Safety box,Wayne County,Apr-20,724
Safety box,Wayne County,May-20,733
Safety box,Wayne County,Jun-20,721
Safety box,Wayne County,Jul-20,722
Safety box,Wayne County,Aug-20,744
Safety box,Wayne County,Sep-20,761
Safety box,Wayne County,Oct-20,746
Safety box,Wayne County,Nov-20,734
Safety box,Wayne County,Dec-20,728
Safety box,Oakland County,Jan-20,741
Safety box,Oakland County,Feb-20,723
Safety box,Oakland County,Mar-20,757
Safety box,Oakland County,Apr-20,762
Safety box,Oakland County,May-20,727
Safety box,Oakland County,Jun-20,732
Safety box,Oakland County,Jul-20,759
Safety box,Oakland County,Aug-20,742
Safety box,Oakland County,Sep-20,742
Safety box,Oakland County,Oct-20,762
Safety box,Oakland County,Nov-20,745
Safety box,Oakland County,Dec-20,742
Safety box,Oakland County,Jan-20,722
Safety box,Oakland County,Feb-20,753
Safety box,Oakland County,Mar-20,765
Safety box,Oakland County,Apr-20,760
Safety box,Oakland County,May-20,744
Safety box,Oakland County,Jun-20,724
Safety box,Oakland County,Jul-20,743
Safety box,Oakland County,Aug-20,724
Safety box,Oakland County,Sep-20,734
Safety box,Oakland County,Oct-20,723
Safety box,Oakland County,Nov-20,738
Safety box,Oakland County,Dec-20,723
Safety box,Macomb County,Jan-20,728
Safety box,Macomb County,Feb-20,753
Safety box,Macomb County,Mar-20,727
Safety box,Macomb County,Apr-20,724
Safety box,Macomb County,May-20,742
Safety box,Macomb County,Jun-20,733
Safety box,Macomb County,Jul-20,719
Safety box,Macomb County,Aug-20,734
Safety box,Macomb County,Sep-20,753
Safety box,Macomb County,Oct-20,751
Safety box,Macomb County,Nov-20,757
Safety box,Macomb County,Dec-20,747
Safety box,Macomb County,Jan-20,737
Safety box,Macomb County,Feb-20,760
Safety box,Macomb County,Mar-20,739
Safety box,Macomb County,Apr-20,735
Safety box,Macomb County,May-20,746
Safety box,Macomb County,Jun-20,724
Safety box,Macomb County,Jul-20,730
Safety box,Macomb County,Aug-20,720
Safety box,Macomb County,Sep-20,752
Safety box,Macomb County,Oct-20,743
Safety box,Macomb County,Nov-20,729
Safety box,Macomb County,Dec-20,757
Safety box,Genesee County,Jan-20,767
Safety box,Genesee County,Feb-20,755
Safety box,Genesee County,Mar-20,764
Safety box,Genesee County,Apr-20,763
Safety box,Genesee County,May-20,731
Safety box,Genesee County,Jun-20,740
Safety box,Genesee County,Jul-20,765
Safety box,Genesee County,Aug-20,731
Safety box,Genesee County,Sep-20,749
Safety box,Genesee County,Oct-20,753
Safety box,Genesee County,Nov-20,734
Safety box,Genesee County,Dec-20,740
Safety box,Genesee County,Jan-20,739
Safety box,Genesee County,Feb-20,742
Safety box,Genesee County,Mar-20,740
Safety box,Genesee County,Apr-20,738
Safety box,Genesee County,May-20,724
Safety box,Genesee County,Jun-20,742
Safety box,Genesee County,Jul-20,724
Safety box,Genesee County,Aug-20,740
Safety box,Genesee County,Sep-20,742
Safety box,Genesee County,Oct-20,735
Safety box,Genesee County,Nov-20,740
Safety box,Genesee County,Dec-20,723
Safety box,Washtenaw County,Jan-20,759
Safety box,Washtenaw County,Feb-20,765
Safety box,Washtenaw County,Mar-20,741
Safety box,Washtenaw County,Apr-20,761
Safety box,Washtenaw County,May-20,754
Safety box,Washtenaw County,Jun-20,750
Safety box,Washtenaw County,Jul-20,758
Safety box,Washtenaw County,Aug-20,728
Safety box,Washtenaw County,Sep-20,752
Safety box,Washtenaw County,Oct-20,730
Safety box,Washtenaw County,Nov-20,752
Safety box,Washtenaw County,Dec-20,746
Safety box,Washtenaw County,Jan-20,764
Safety box,Washtenaw County,Feb-20,731
Safety box,Washtenaw County,Mar-20,763
Safety box,Washtenaw County,Apr-20,753
Safety box,Washtenaw County,May-20,747
Safety box,Washtenaw County,Jun-20,738
Safety box,Washtenaw County,Jul-20,728
Safety box,Washtenaw County,Aug-20,755
Safety box,Washtenaw County,Sep-20,762
Safety box,Washtenaw County,Oct-20,748
Safety box,Washtenaw County,Nov-20,733
Safety box,Washtenaw County,Dec-20,759
Safety box,Kent County,Jan-20,719
Safety box,Kent County,Feb-20,733
Safety box,Kent County,Mar-20,755
Safety box,Kent County,Apr-20,753
Safety box,Kent County,May-20,762
Safety box,Kent County,Jun-20,746
Safety box,Kent County,Jul-20,719
Safety box,Kent County,Aug-20,759
Safety box,Kent County,Sep-20,750
Safety box,Kent County,Oct-20,766
Safety box,Kent County,Nov-20,766
Safety box,Kent County,Dec-20,738
Safety box,Kent County,Jan-20,738
Safety box,Kent County,Feb-20,745
Safety box,Kent County,Mar-20,749
Safety box,Kent County,Apr-20,767
Safety box,Kent County,May-20,732
Safety box,Kent County,Jun-20,725
Safety box,Kent County,Jul-20,729
Safety box,Kent County,Aug-20,726
Safety box,Kent County,Sep-20,764
Safety box,Kent County,Oct-20,754
Safety box,Kent County,Nov-20,752
Safety box,Kent County,Dec-20,737
