product,market,month,demand,allocation,absdiff,reldiff
"Chlorine, HTH 70%",Macomb County,Mar-20,12.0,12,0,0.0
"Chlorine, HTH 70%",Macomb County,Apr-20,15.0,13,2,12.5
"Chlorine, HTH 70%",Macomb County,May-20,13.0,11,2,14.285714285714286
"Chlorine, HTH 70%",Macomb County,Jun-20,11.0,9,2,16.666666666666668
"Chlorine, HTH 70%",Macomb County,Jul-20,9.5,10,0,4.761904761904762
"Chlorine, HTH 70%",Macomb County,Aug-20,12.5,11,1,11.11111111111111
"Chlorine, HTH 70%",Macomb County,Sep-20,11.0,11,0,0.0
"Chlorine, HTH 70%",Genesee County,Jan-20,9.5,10,0,4.761904761904762
"Chlorine, HTH 70%",Genesee County,Feb-20,10.0,10,0,0.0
"Chlorine, HTH 70%",Genesee County,Mar-20,7.0,7,0,0.0
"Chlorine, HTH 70%",Genesee County,Apr-20,10.5,9,1,13.043478260869565
"Chlorine, HTH 70%",Genesee County,May-20,9.0,7,2,20.0
"Chlorine, HTH 70%",Genesee County,Jun-20,11.0,9,2,16.666666666666668
"Chlorine, HTH 70%",Genesee County,Jul-20,11.0,12,1,8.333333333333334
"Chlorine, HTH 70%",Genesee County,Aug-20,8.5,7,1,15.789473684210526
"Chlorine, HTH 70%",Genesee County,Sep-20,13.0,13,0,0.0
"Chlorine, HTH 70%",Washtenaw County,Jan-20,57.0,56,1,1.7241379310344827
"Chlorine, HTH 70%",Washtenaw County,Feb-20,54.0,52,2,3.6363636363636362
"Chlorine, HTH 70%",Washtenaw County,Mar-20,59.0,57,2,3.3333333333333335
"Chlorine, HTH 70%",Washtenaw County,Apr-20,60.5,57,3,5.691056910569106
"Chlorine, HTH 70%",Washtenaw County,May-20,59.5,55,4,7.43801652892562
"Chlorine, HTH 70%",Washtenaw County,Jun-20,62.0,57,5,7.936507936507937
"Chlorine, HTH 70%",Washtenaw County,Jul-20,52.5,53,0,0.9345794392523364
"Chlorine, HTH 70%",Washtenaw County,Aug-20,54.0,52,2,3.6363636363636362
"Chlorine, HTH 70%",Washtenaw County,Sep-20,52.5,52,0,0.9345794392523364
"Chlorine, HTH 70%",Kent County,Jan-20,121.0,117,4,3.278688524590164
"Chlorine, HTH 70%",Kent County,Feb-20,123.0,119,4,3.225806451612903
"Chlorine, HTH 70%",Kent County,Mar-20,119.5,115,4,3.7344398340248963
"Chlorine, HTH 70%",Kent County,Apr-20,126.0,120,6,4.724409448818897
"Chlorine, HTH 70%",Kent County,May-20,131.0,124,7,5.303030303030303
"Chlorine, HTH 70%",Kent County,Jun-20,135.0,128,7,5.147058823529412
"Chlorine, HTH 70%",Kent County,Jul-20,118.0,116,2,1.680672268907563
"Chlorine, HTH 70%",Kent County,Aug-20,118.5,114,4,3.7656903765690375
"Chlorine, HTH 70%",Kent County,Sep-20,121.0,120,1,0.819672131147541
"Chlorine, HTH 70%",Saginaw County,Jan-20,19.5,20,0,2.4390243902439024
"Chlorine, HTH 70%",Saginaw County,Feb-20,21.0,21,0,0.0
"Chlorine, HTH 70%",Saginaw County,Mar-20,22.5,22,0,2.127659574468085
"Chlorine, HTH 70%",Saginaw County,Apr-20,23.0,22,1,4.166666666666667
"Chlorine, HTH 70%",Saginaw County,May-20,19.5,17,2,12.195121951219512
"Chlorine, HTH 70%",Saginaw County,Jun-20,23.0,20,3,12.5
"Chlorine, HTH 70%",Saginaw County,Jul-20,16.0,17,1,5.882352941176471
"Chlorine, HTH 70%",Saginaw County,Aug-20,16.0,15,1,5.882352941176471
"Chlorine, HTH 70%",Saginaw County,Sep-20,15.5,15,0,3.0303030303030303
"Chlorine, HTH 70%",Ingham County,Jan-20,100.5,98,2,2.4630541871921183
"Chlorine, HTH 70%",Ingham County,Feb-20,104.5,101,3,3.3175355450236967
"Chlorine, HTH 70%",Ingham County,Mar-20,100.5,96,4,4.433497536945813
"Chlorine, HTH 70%",Ingham County,Apr-20,108.0,103,5,4.587155963302752
"Chlorine, HTH 70%",Ingham County,May-20,108.0,102,6,5.504587155963303
"Chlorine, HTH 70%",Ingham County,Jun-20,114.5,108,6,5.627705627705628
"Chlorine, HTH 70%",Ingham County,Jul-20,102.5,101,1,1.4492753623188406
"Chlorine, HTH 70%",Ingham County,Aug-20,101.0,97,4,3.9215686274509802
"Chlorine, HTH 70%",Ingham County,Sep-20,101.5,101,0,0.4878048780487805
"Chlorine, HTH 70%",Livingston County,Jan-20,43.0,42,1,2.272727272727273
"Chlorine, HTH 70%",Livingston County,Feb-20,48.0,47,1,2.0408163265306123
"Chlorine, HTH 70%",Livingston County,Mar-20,49.0,48,1,2.0
"Chlorine, HTH 70%",Livingston County,Apr-20,52.5,49,3,6.542056074766355
"Chlorine, HTH 70%",Livingston County,May-20,49.0,46,3,6.0
"Chlorine, HTH 70%",Livingston County,Jun-20,46.5,42,4,9.473684210526315
"Chlorine, HTH 70%",Livingston County,Jul-20,45.5,45,0,1.075268817204301
"Chlorine, HTH 70%",Livingston County,Aug-20,45.5,45,0,1.075268817204301
"Chlorine, HTH 70%",Livingston County,Sep-20,48.5,48,0,1.0101010101010102
"Chlorine, HTH 70%",St. Clair County,Jan-20,72.0,70,2,2.73972602739726
"Chlorine, HTH 70%",St. Clair County,Feb-20,73.5,71,2,3.3557046979865772
"Chlorine, HTH 70%",St. Clair County,Mar-20,74.5,72,2,3.3112582781456954
"Chlorine, HTH 70%",St. Clair County,Apr-20,78.0,74,4,5.063291139240507
"Chlorine, HTH 70%",St. Clair County,May-20,76.0,71,5,6.4935064935064934
"Chlorine, HTH 70%",St. Clair County,Jun-20,78.5,73,5,6.918238993710692
"Chlorine, HTH 70%",St. Clair County,Jul-20,77.0,77,0,0.0
"Chlorine, HTH 70%",St. Clair County,Aug-20,81.5,79,2,3.0303030303030303
"Chlorine, HTH 70%",St. Clair County,Sep-20,78.0,78,0,0.0
"Chlorine, HTH 70%",Monroe County,Jan-20,25.5,26,0,1.8867924528301887
"Chlorine, HTH 70%",Monroe County,Feb-20,27.5,27,0,1.7543859649122806
"Chlorine, HTH 70%",Monroe County,Mar-20,28.5,28,0,1.694915254237288
"Chlorine, HTH 70%",Monroe County,Apr-20,27.5,25,2,8.771929824561404
"Chlorine, HTH 70%",Monroe County,May-20,24.0,22,2,8.0
"Chlorine, HTH 70%",Monroe County,Jun-20,29.0,25,4,13.333333333333334
"Chlorine, HTH 70%",Monroe County,Jul-20,27.0,28,1,3.5714285714285716
"Chlorine, HTH 70%",Monroe County,Aug-20,25.5,24,1,5.660377358490566
"Chlorine, HTH 70%",Monroe County,Sep-20,26.0,26,0,0.0
Non contact infrared Thermometer,Wayne County,Jan-20,20.5,21,0,2.3255813953488373
Non contact infrared Thermometer,Wayne County,Feb-20,20.0,20,0,0.0
Non contact infrared Thermometer,Wayne County,Mar-20,21.5,21,0,2.2222222222222223
Non contact infrared Thermometer,Wayne County,Apr-20,20.0,18,2,9.523809523809524
Non contact infrared Thermometer,Wayne County,May-20,26.5,24,2,9.090909090909092
Non contact infrared Thermometer,Wayne County,Jun-20,22.5,20,2,10.638297872340425
Non contact infrared Thermometer,Wayne County,Jul-20,24.0,25,1,4.0
Non contact infrared Thermometer,Wayne County,Aug-20,24.0,23,1,4.0
Non contact infrared Thermometer,Wayne County,Sep-20,22.5,22,0,2.127659574468085
Non contact infrared Thermometer,Oakland County,Jan-20,85.5,84,1,1.7341040462427746
Non contact infrared Thermometer,Oakland County,Feb-20,85.5,83,2,2.8901734104046244
Non contact infrared Thermometer,Oakland County,Mar-20,86.5,83,3,4.0
Non contact infrared Thermometer,Oakland County,Apr-20,92.0,87,5,5.376344086021505
Non contact infrared Thermometer,Oakland County,May-20,95.0,90,5,5.208333333333333
Non contact infrared Thermometer,Oakland County,Jun-20,96.0,90,6,6.185567010309279
Non contact infrared Thermometer,Oakland County,Jul-20,96.5,96,0,0.5128205128205128
Non contact infrared Thermometer,Oakland County,Aug-20,94.0,91,3,3.1578947368421053
Non contact infrared Thermometer,Oakland County,Sep-20,96.0,96,0,0.0
Non contact infrared Thermometer,Macomb County,Jan-20,115.5,112,3,3.004291845493562
Non contact infrared Thermometer,Macomb County,Feb-20,119.5,116,3,2.904564315352697
Non contact infrared Thermometer,Macomb County,Mar-20,120.5,117,3,2.880658436213992
Non contact infrared Thermometer,Macomb County,Apr-20,127.0,121,6,4.6875
Non contact infrared Thermometer,Macomb County,May-20,130.5,125,5,4.182509505703422
Non contact infrared Thermometer,Macomb County,Jun-20,134.5,128,6,4.797047970479705
Non contact infrared Thermometer,Macomb County,Jul-20,126.5,125,1,1.1764705882352942
Non contact infrared Thermometer,Macomb County,Aug-20,136.5,132,4,3.272727272727273
Non contact infrared Thermometer,Macomb County,Sep-20,140.0,139,1,0.7092198581560284
Non contact infrared Thermometer,Genesee County,Jan-20,60.0,59,1,1.639344262295082
Non contact infrared Thermometer,Genesee County,Feb-20,63.0,61,2,3.125
Non contact infrared Thermometer,Genesee County,Mar-20,68.0,66,2,2.898550724637681
Non contact infrared Thermometer,Genesee County,Apr-20,65.5,62,3,5.2631578947368425
Non contact infrared Thermometer,Genesee County,May-20,71.0,67,4,5.555555555555555
Non contact infrared Thermometer,Genesee County,Jun-20,72.5,68,4,6.122448979591836
Non contact infrared Thermometer,Genesee County,Jul-20,67.0,68,1,1.4705882352941178
Non contact infrared Thermometer,Genesee County,Aug-20,72.5,71,1,2.0408163265306123
Non contact infrared Thermometer,Genesee County,Sep-20,77.0,77,0,0.0
Non contact infrared Thermometer,Washtenaw County,Jan-20,68.5,67,1,2.158273381294964
Non contact infrared Thermometer,Washtenaw County,Feb-20,72.5,70,2,3.401360544217687
Non contact infrared Thermometer,Washtenaw County,Mar-20,73.0,71,2,2.7027027027027026
Non contact infrared Thermometer,Washtenaw County,Apr-20,74.5,70,4,5.960264900662252
Non contact infrared Thermometer,Washtenaw County,May-20,79.0,75,4,5.0
Non contact infrared Thermometer,Washtenaw County,Jun-20,80.5,76,4,5.521472392638037
Non contact infrared Thermometer,Washtenaw County,Jul-20,71.5,72,0,0.6896551724137931
Non contact infrared Thermometer,Washtenaw County,Aug-20,75.5,73,2,3.2679738562091503
Non contact infrared Thermometer,Washtenaw County,Sep-20,78.0,78,0,0.0
Non contact infrared Thermometer,Kent County,Jan-20,29.5,30,0,1.639344262295082
Non contact infrared Thermometer,Kent County,Feb-20,32.0,31,1,3.0303030303030303
Non contact infrared Thermometer,Kent County,Mar-20,35.5,35,0,1.36986301369863
Non contact infrared Thermometer,Kent County,Apr-20,37.0,34,3,7.894736842105263
Non contact infrared Thermometer,Kent County,May-20,34.5,32,2,7.042253521126761
Non contact infrared Thermometer,Kent County,Jun-20,43.5,40,3,7.865168539325842
Non contact infrared Thermometer,Kent County,Jul-20,32.0,33,1,3.0303030303030303
Non contact infrared Thermometer,Kent County,Aug-20,35.0,34,1,2.7777777777777777
Non contact infrared Thermometer,Kent County,Sep-20,36.0,36,0,0.0
Non contact infrared Thermometer,Saginaw County,Jan-20,36.5,36,0,1.3333333333333333
Non contact infrared Thermometer,Saginaw County,Feb-20,34.0,33,1,2.857142857142857
Non contact infrared Thermometer,Saginaw County,Mar-20,34.0,33,1,2.857142857142857
Non contact infrared Thermometer,Saginaw County,Apr-20,38.0,35,3,7.6923076923076925
Non contact infrared Thermometer,Saginaw County,May-20,43.5,40,3,7.865168539325842
Non contact infrared Thermometer,Saginaw County,Jun-20,41.0,37,4,9.523809523809524
Non contact infrared Thermometer,Saginaw County,Jul-20,38.5,39,0,1.2658227848101267
Non contact infrared Thermometer,Saginaw County,Aug-20,36.5,35,1,4.0
Non contact infrared Thermometer,Saginaw County,Sep-20,40.5,40,0,1.2048192771084338
Non contact infrared Thermometer,Ingham County,Jan-20,84.0,82,2,2.3529411764705883
Non contact infrared Thermometer,Ingham County,Feb-20,89.5,87,2,2.7624309392265194
Non contact infrared Thermometer,Ingham County,Mar-20,87.5,85,2,2.824858757062147
Non contact infrared Thermometer,Ingham County,Apr-20,93.5,89,4,4.761904761904762
Non contact infrared Thermometer,Ingham County,May-20,100.0,95,5,4.9504950495049505
Non contact infrared Thermometer,Ingham County,Jun-20,99.5,93,6,6.467661691542289
Non contact infrared Thermometer,Ingham County,Jul-20,91.5,91,0,0.5405405405405406
Non contact infrared Thermometer,Ingham County,Aug-20,92.0,89,3,3.225806451612903
Non contact infrared Thermometer,Ingham County,Sep-20,97.0,97,0,0.0
Non contact infrared Thermometer,Livingston County,Jan-20,86.0,84,2,2.2988505747126435
Non contact infrared Thermometer,Livingston County,Feb-20,87.5,85,2,2.824858757062147
Non contact infrared Thermometer,Livingston County,Mar-20,90.0,87,3,3.2967032967032965
Non contact infrared Thermometer,Livingston County,Apr-20,96.5,92,4,4.615384615384615
Non contact infrared Thermometer,Livingston County,May-20,101.0,96,5,4.901960784313726
Non contact infrared Thermometer,Livingston County,Jun-20,105.0,99,6,5.660377358490566
Non contact infrared Thermometer,Livingston County,Jul-20,92.0,92,0,0.0
Non contact infrared Thermometer,Livingston County,Aug-20,92.5,90,2,2.6737967914438503
Non contact infrared Thermometer,Livingston County,Sep-20,99.0,99,0,0.0
Non contact infrared Thermometer,St. Clair County,Jan-20,7.0,8,1,12.5
Non contact infrared Thermometer,St. Clair County,Feb-20,7.5,8,0,5.882352941176471
Non contact infrared Thermometer,St. Clair County,Mar-20,5.5,6,0,7.6923076923076925
Non contact infrared Thermometer,St. Clair County,Apr-20,9.5,8,1,14.285714285714286
Non contact infrared Thermometer,St. Clair County,May-20,3.5,1,2,55.55555555555556
Non contact infrared Thermometer,St. Clair County,Jun-20,8.0,6,2,22.22222222222222
Non contact infrared Thermometer,St. Clair County,Jul-20,8.0,9,1,11.11111111111111
Non contact infrared Thermometer,St. Clair County,Aug-20,6.0,5,1,14.285714285714286
Non contact infrared Thermometer,St. Clair County,Sep-20,7.5,7,0,5.882352941176471
Non contact infrared Thermometer,Monroe County,Jan-20,28.5,29,0,1.694915254237288
Non contact infrared Thermometer,Monroe County,Feb-20,28.5,28,0,1.694915254237288
Non contact infrared Thermometer,Monroe County,Mar-20,27.0,26,1,3.5714285714285716
Non contact infrared Thermometer,Monroe County,Apr-20,26.5,24,2,9.090909090909092
Non contact infrared Thermometer,Monroe County,May-20,30.5,27,3,11.11111111111111
Non contact infrared Thermometer,Monroe County,Jun-20,31.0,28,3,9.375
Non contact infrared Thermometer,Monroe County,Jul-20,32.0,33,1,3.0303030303030303
Non contact infrared Thermometer,Monroe County,Aug-20,31.5,30,1,4.615384615384615
Non contact infrared Thermometer,Monroe County,Sep-20,27.5,27,0,1.7543859649122806
Safety box,Wayne County,Jan-20,79.0,61,18,22.5
Safety box,Wayne County,Feb-20,79.5,60,19,24.22360248447205
Safety box,Wayne County,Mar-20,81.0,55,26,31.70731707317073
Safety box,Wayne County,Apr-20,86.0,57,29,33.333333333333336
Safety box,Wayne County,May-20,93.0,65,28,29.78723404255319
Safety box,Wayne County,Jun-20,91.5,63,28,30.81081081081081
Safety box,Wayne County,Jul-20,87.5,64,23,26.55367231638418
Safety box,Wayne County,Aug-20,91.0,68,23,25.0
Safety box,Wayne County,Sep-20,92.0,68,24,25.806451612903224
Safety box,Oakland County,Jan-20,103.5,83,20,19.617224880382775
Safety box,Oakland County,Feb-20,107.0,85,22,20.37037037037037
Safety box,Oakland County,Mar-20,109.5,84,25,23.076923076923077
Safety box,Oakland County,Apr-20,115.0,87,28,24.137931034482758
Safety box,Oakland County,May-20,117.0,89,28,23.728813559322035
Safety box,Oakland County,Jun-20,121.5,87,34,28.163265306122447
Safety box,Oakland County,Jul-20,120.0,92,28,23.140495867768596
Safety box,Oakland County,Aug-20,119.5,90,29,24.481327800829874
Safety box,Oakland County,Sep-20,128.5,99,29,22.77992277992278
Safety box,Macomb County,Jan-20,11.0,5,6,50.0
Safety box,Macomb County,Feb-20,9.0,2,7,70.0
Safety box,Macomb County,Mar-20,14.5,4,10,67.74193548387096
Safety box,Macomb County,Apr-20,8.5,0,8,100.0
Safety box,Macomb County,May-20,12.0,0,12,100.0
Safety box,Macomb County,Jun-20,8.0,0,8,100.0
Safety box,Macomb County,Jul-20,14.0,5,9,60.0
Safety box,Macomb County,Aug-20,12.5,4,8,62.96296296296296
Safety box,Macomb County,Sep-20,12.0,3,9,69.23076923076923
Safety box,Genesee County,Jan-20,112.5,106,6,5.726872246696035
Safety box,Genesee County,Feb-20,116.5,109,7,6.382978723404255
Safety box,Genesee County,Mar-20,120.0,110,10,8.264462809917354
Safety box,Genesee County,Apr-20,122.5,109,13,10.931174089068826
Safety box,Genesee County,May-20,125.0,97,28,22.22222222222222
Safety box,Genesee County,Jun-20,132.5,104,28,21.348314606741575
Safety box,Genesee County,Jul-20,122.5,100,22,18.218623481781375
Safety box,Genesee County,Aug-20,130.0,106,24,18.3206106870229
Safety box,Genesee County,Sep-20,130.5,107,23,17.870722433460077
Safety box,Washtenaw County,Jan-20,57.5,51,6,11.11111111111111
Safety box,Washtenaw County,Feb-20,59.5,52,7,12.396694214876034
Safety box,Washtenaw County,Mar-20,64.0,53,11,16.923076923076923
Safety box,Washtenaw County,Apr-20,67.5,54,13,19.708029197080293
Safety box,Washtenaw County,May-20,69.5,56,13,19.148936170212767
Safety box,Washtenaw County,Jun-20,69.0,51,18,25.714285714285715
Safety box,Washtenaw County,Jul-20,64.0,50,14,21.53846153846154
Safety box,Washtenaw County,Aug-20,65.0,49,16,24.242424242424242
Safety box,Washtenaw County,Sep-20,63.5,48,15,24.031007751937985
Safety box,Kent County,Jan-20,64.5,49,15,23.66412213740458
Safety box,Kent County,Feb-20,65.0,48,17,25.757575757575758
Safety box,Kent County,Mar-20,71.0,51,20,27.77777777777778
Safety box,Kent County,Apr-20,74.0,51,23,30.666666666666668
Safety box,Kent County,May-20,72.5,50,22,30.612244897959183
Safety box,Kent County,Jun-20,74.5,48,26,35.09933774834437
Safety box,Kent County,Jul-20,69.5,47,22,31.914893617021278
Safety box,Kent County,Aug-20,68.0,45,23,33.333333333333336
Safety box,Kent County,Sep-20,69.5,46,23,33.333333333333336
Safety box,Saginaw County,Jan-20,55.5,41,14,25.663716814159294
Safety box,Saginaw County,Feb-20,51.0,36,15,28.846153846153847
Safety box,Saginaw County,Mar-20,59.0,41,18,30.0
Safety box,Saginaw County,Apr-20,61.0,40,21,33.87096774193548
Safety box,Saginaw County,May-20,61.0,32,29,46.774193548387096
Safety box,Saginaw County,Jun-20,59.0,30,29,48.333333333333336
Safety box,Saginaw County,Jul-20,55.0,31,24,42.857142857142854
Safety box,Saginaw County,Aug-20,57.0,33,24,41.37931034482759
Safety box,Saginaw County,Sep-20,55.5,23,32,57.52212389380531
Safety box,Ingham County,Jan-20,104.0,95,9,8.571428571428571
Safety box,Ingham County,Feb-20,109.5,99,10,9.502262443438914
Safety box,Ingham County,Mar-20,114.0,101,13,11.304347826086957
Safety box,Ingham County,Apr-20,122.0,106,16,13.008130081300813
Safety box,Ingham County,May-20,124.5,108,16,13.147410358565738
Safety box,Ingham County,Jun-20,130.0,111,19,14.50381679389313
Safety box,Ingham County,Jul-20,115.5,97,18,15.879828326180258
Safety box,Ingham County,Aug-20,119.0,97,22,18.333333333333332
Safety box,Ingham County,Sep-20,119.0,99,20,16.666666666666668
Safety box,Livingston County,Jan-20,29.0,21,8,26.666666666666668
Safety box,Livingston County,Feb-20,29.0,19,10,33.333333333333336
Safety box,Livingston County,Mar-20,31.0,18,13,40.625
Safety box,Livingston County,Apr-20,31.0,14,17,53.125
Safety box,Livingston County,May-20,32.0,16,16,48.484848484848484
Safety box,Livingston County,Jun-20,36.0,19,17,45.945945945945944
Safety box,Livingston County,Jul-20,27.5,17,10,36.8421052631579
Safety box,Livingston County,Aug-20,31.5,4,27,84.61538461538461
Safety box,Livingston County,Sep-20,32.5,1,31,94.02985074626865
Safety box,St. Clair County,Jan-20,114.5,98,16,14.285714285714286
Safety box,St. Clair County,Feb-20,118.5,101,17,14.644351464435147
Safety box,St. Clair County,Mar-20,116.5,96,20,17.4468085106383
Safety box,St. Clair County,Apr-20,122.0,99,23,18.69918699186992
Safety box,St. Clair County,May-20,128.5,105,23,18.146718146718147
Safety box,St. Clair County,Jun-20,131.0,98,33,25.0
Safety box,St. Clair County,Jul-20,133.0,106,27,20.149253731343283
Safety box,St. Clair County,Aug-20,139.5,111,28,20.284697508896798
Safety box,St. Clair County,Sep-20,136.5,108,28,20.727272727272727
Safety box,Monroe County,Jan-20,59.5,48,11,19.00826446280992
Safety box,Monroe County,Feb-20,59.0,47,12,20.0
Safety box,Monroe County,Mar-20,64.5,45,19,29.770992366412212
Safety box,Monroe County,Apr-20,63.5,41,22,34.883720930232556
Safety box,Monroe County,May-20,62.5,40,22,35.43307086614173
Safety box,Monroe County,Jun-20,68.5,46,22,32.37410071942446
Safety box,Monroe County,Jul-20,65.5,49,16,24.81203007518797
Safety box,Monroe County,Aug-20,69.0,51,18,25.714285714285715
Safety box,Monroe County,Sep-20,73.5,56,17,23.48993288590604
InvasiveVentilators,Wayne County,Jan-20,102.5,70,32,31.40096618357488
InvasiveVentilators,Wayne County,Feb-20,105.0,58,47,44.339622641509436
InvasiveVentilators,Wayne County,Mar-20,101.0,53,48,47.05882352941177
InvasiveVentilators,Wayne County,Apr-20,105.5,56,49,46.478873239436616
InvasiveVentilators,Wayne County,May-20,107.0,57,50,46.2962962962963
InvasiveVentilators,Wayne County,Jun-20,108.0,58,50,45.87155963302752
InvasiveVentilators,Wayne County,Jul-20,102.0,57,45,43.689320388349515
InvasiveVentilators,Wayne County,Aug-20,102.5,55,47,45.893719806763286
InvasiveVentilators,Wayne County,Sep-20,105.5,61,44,41.78403755868545
InvasiveVentilators,Oakland County,Jan-20,63.0,24,39,60.9375
InvasiveVentilators,Oakland County,Feb-20,64.0,25,39,60.0
InvasiveVentilators,Oakland County,Mar-20,69.5,27,42,60.283687943262414
InvasiveVentilators,Oakland County,Apr-20,64.0,20,44,67.6923076923077
InvasiveVentilators,Oakland County,May-20,67.0,23,44,64.70588235294117
InvasiveVentilators,Oakland County,Jun-20,72.0,27,45,61.64383561643836
InvasiveVentilators,Oakland County,Jul-20,65.0,18,47,71.21212121212122
InvasiveVentilators,Oakland County,Aug-20,70.0,20,50,70.4225352112676
InvasiveVentilators,Oakland County,Sep-20,67.5,4,63,92.7007299270073
InvasiveVentilators,Macomb County,Jan-20,71.0,28,43,59.72222222222222
InvasiveVentilators,Macomb County,Feb-20,75.0,32,43,56.578947368421055
InvasiveVentilators,Macomb County,Mar-20,71.5,26,45,62.758620689655174
InvasiveVentilators,Macomb County,Apr-20,75.0,23,52,68.42105263157895
InvasiveVentilators,Macomb County,May-20,71.0,18,53,73.61111111111111
InvasiveVentilators,Macomb County,Jun-20,74.0,21,53,70.66666666666667
InvasiveVentilators,Macomb County,Jul-20,72.5,24,48,65.98639455782313
InvasiveVentilators,Macomb County,Aug-20,72.0,20,52,71.23287671232876
InvasiveVentilators,Macomb County,Sep-20,68.0,8,60,86.95652173913044
InvasiveVentilators,Genesee County,Jan-20,90.0,42,48,52.747252747252745
InvasiveVentilators,Genesee County,Feb-20,93.5,45,48,51.32275132275132
InvasiveVentilators,Genesee County,Mar-20,96.5,47,49,50.76923076923077
InvasiveVentilators,Genesee County,Apr-20,96.0,45,51,52.577319587628864
InvasiveVentilators,Genesee County,May-20,95.0,44,51,53.125
InvasiveVentilators,Genesee County,Jun-20,95.5,44,51,53.36787564766839
InvasiveVentilators,Genesee County,Jul-20,96.5,50,46,47.69230769230769
InvasiveVentilators,Genesee County,Aug-20,97.5,47,50,51.26903553299493
InvasiveVentilators,Genesee County,Sep-20,91.0,44,47,51.08695652173913
InvasiveVentilators,Washtenaw County,Jan-20,124.0,82,42,33.6
InvasiveVentilators,Washtenaw County,Feb-20,119.0,71,48,40.0
InvasiveVentilators,Washtenaw County,Mar-20,126.0,77,49,38.58267716535433
InvasiveVentilators,Washtenaw County,Apr-20,134.5,84,50,37.269372693726936
InvasiveVentilators,Washtenaw County,May-20,131.0,81,50,37.878787878787875
InvasiveVentilators,Washtenaw County,Jun-20,132.0,74,58,43.609022556390975
InvasiveVentilators,Washtenaw County,Jul-20,121.5,68,53,43.673469387755105
InvasiveVentilators,Washtenaw County,Aug-20,118.5,63,55,46.44351464435147
InvasiveVentilators,Washtenaw County,Sep-20,120.0,67,53,43.80165289256198
InvasiveVentilators,Kent County,Jan-20,23.0,1,22,91.66666666666667
InvasiveVentilators,Kent County,Feb-20,23.5,1,22,91.83673469387755
InvasiveVentilators,Kent County,Mar-20,25.0,3,22,84.61538461538461
InvasiveVentilators,Kent County,Apr-20,27.5,0,27,100.0
InvasiveVentilators,Kent County,May-20,28.5,0,28,100.0
InvasiveVentilators,Kent County,Jun-20,28.5,0,28,100.0
InvasiveVentilators,Kent County,Jul-20,22.0,0,22,100.0
InvasiveVentilators,Kent County,Aug-20,24.0,0,24,100.0
InvasiveVentilators,Kent County,Sep-20,23.0,0,23,100.0
InvasiveVentilators,Saginaw County,Jan-20,60.5,19,41,67.47967479674797
InvasiveVentilators,Saginaw County,Feb-20,61.0,19,42,67.74193548387096
InvasiveVentilators,Saginaw County,Mar-20,59.5,17,42,70.24793388429752
InvasiveVentilators,Saginaw County,Apr-20,60.5,17,43,70.73170731707317
InvasiveVentilators,Saginaw County,May-20,61.0,11,50,80.64516129032258
InvasiveVentilators,Saginaw County,Jun-20,65.0,15,50,75.75757575757575
InvasiveVentilators,Saginaw County,Jul-20,55.5,10,45,80.53097345132744
InvasiveVentilators,Saginaw County,Aug-20,57.0,9,48,82.75862068965517
InvasiveVentilators,Saginaw County,Sep-20,57.0,12,45,77.58620689655173
InvasiveVentilators,Ingham County,Jan-20,116.0,64,52,44.44444444444444
InvasiveVentilators,Ingham County,Feb-20,123.5,71,52,42.16867469879518
InvasiveVentilators,Ingham County,Mar-20,122.5,70,52,42.51012145748988
InvasiveVentilators,Ingham County,Apr-20,124.0,70,54,43.2
InvasiveVentilators,Ingham County,May-20,128.0,73,55,42.63565891472868
InvasiveVentilators,Ingham County,Jun-20,127.5,72,55,43.190661478599225
InvasiveVentilators,Ingham County,Jul-20,112.5,62,50,44.49339207048458
InvasiveVentilators,Ingham County,Aug-20,117.0,64,53,44.91525423728814
InvasiveVentilators,Ingham County,Sep-20,118.5,69,49,41.42259414225941
InvasiveVentilators,Livingston County,Jan-20,37.5,6,31,81.81818181818181
InvasiveVentilators,Livingston County,Feb-20,34.0,2,32,91.42857142857143
InvasiveVentilators,Livingston County,Mar-20,33.5,1,32,94.20289855072464
InvasiveVentilators,Livingston County,Apr-20,39.5,5,34,85.18518518518519
InvasiveVentilators,Livingston County,May-20,40.0,5,35,85.36585365853658
InvasiveVentilators,Livingston County,Jun-20,35.0,0,35,100.0
InvasiveVentilators,Livingston County,Jul-20,34.0,0,34,100.0
InvasiveVentilators,Livingston County,Aug-20,34.5,0,34,100.0
InvasiveVentilators,Livingston County,Sep-20,33.5,0,33,100.0
InvasiveVentilators,St. Clair County,Jan-20,108.0,60,48,44.03669724770642
InvasiveVentilators,St. Clair County,Feb-20,110.0,62,48,43.24324324324324
InvasiveVentilators,St. Clair County,Mar-20,106.0,57,49,45.794392523364486
InvasiveVentilators,St. Clair County,Apr-20,110.5,60,50,45.2914798206278
InvasiveVentilators,St. Clair County,May-20,110.5,60,50,45.2914798206278
InvasiveVentilators,St. Clair County,Jun-20,112.5,61,51,45.37444933920705
InvasiveVentilators,St. Clair County,Jul-20,115.5,69,46,39.91416309012875
InvasiveVentilators,St. Clair County,Aug-20,113.5,65,48,42.35807860262009
InvasiveVentilators,St. Clair County,Sep-20,113.0,67,46,40.35087719298246
InvasiveVentilators,Monroe County,Jan-20,31.5,2,29,90.76923076923077
InvasiveVentilators,Monroe County,Feb-20,29.5,0,29,100.0
