plant,product,month,capacity,production,absdiff,reldiff
MI-Sagnaw,M4 viral media,Aug-20,155,0,155,99.35897435897436
MI-Sagnaw,M4 viral media,Sep-20,155,0,155,99.35897435897436
MI-Sagnaw,Triple packaging boxes,Jan-20,197,197,0,0.0
MI-Sagnaw,Triple packaging boxes,Feb-20,197,194,3,1.5151515151515151
MI-Sagnaw,Triple packaging boxes,Mar-20,197,197,0,0.0
MI-Sagnaw,Triple packaging boxes,Apr-20,197,197,0,0.0
MI-Sagnaw,Triple packaging boxes,May-20,197,197,0,0.0
MI-Sagnaw,Triple packaging boxes,Jun-20,197,197,0,0.0
MI-Sagnaw,Triple packaging boxes,Jul-20,197,197,0,0.0
MI-Sagnaw,Triple packaging boxes,Aug-20,197,197,0,0.0
MI-Sagnaw,Triple packaging boxes,Sep-20,197,197,0,0.0
MI-Sagnaw,Liquid soap,Jan-20,41,41,0,0.0
MI-Sagnaw,Liquid soap,Feb-20,41,41,0,0.0
MI-Sagnaw,Liquid soap,Mar-20,41,26,15,35.714285714285715
MI-Sagnaw,Liquid soap,Apr-20,41,41,0,0.0
MI-Sagnaw,Liquid soap,May-20,41,41,0,0.0
MI-Sagnaw,Liquid soap,Jun-20,41,41,0,0.0
MI-Sagnaw,Liquid soap,Jul-20,41,41,0,0.0
MI-Sagnaw,Liquid soap,Aug-20,41,41,0,0.0
MI-Sagnaw,Liquid soap,Sep-20,41,41,0,0.0
MI-Sagnaw,Mask medical,Jan-20,178,47,131,73.18435754189944
MI-Sagnaw,Mask medical,Feb-20,178,83,95,53.072625698324025
MI-Sagnaw,Mask medical,Mar-20,178,82,96,53.63128491620112
MI-Sagnaw,Mask medical,Apr-20,178,96,82,45.81005586592179
MI-Sagnaw,Mask medical,May-20,178,109,69,38.547486033519554
MI-Sagnaw,Mask medical,Jun-20,178,133,45,25.139664804469273
MI-Sagnaw,Mask medical,Jul-20,178,111,67,37.43016759776536
MI-Sagnaw,Mask medical,Aug-20,178,178,0,0.0
MI-Sagnaw,Mask medical,Sep-20,178,155,23,12.849162011173185
MI-Sagnaw,Scrubs pants,Jan-20,31,0,31,96.875
MI-Sagnaw,Scrubs pants,Feb-20,31,0,31,96.875
MI-Sagnaw,Scrubs pants,Mar-20,31,0,31,96.875
MI-Sagnaw,Scrubs pants,Apr-20,31,0,31,96.875
MI-Sagnaw,Scrubs pants,May-20,31,0,31,96.875
MI-Sagnaw,Scrubs pants,Jun-20,31,0,31,96.875
MI-Sagnaw,Scrubs pants,Jul-20,31,0,31,96.875
MI-Sagnaw,Scrubs pants,Aug-20,31,0,31,96.875
MI-Sagnaw,Scrubs pants,Sep-20,31,0,31,96.875
MI-Sagnaw,Face shield,Jan-20,82,69,13,15.662650602409638
MI-Sagnaw,Face shield,Feb-20,82,82,0,0.0
MI-Sagnaw,Face shield,Mar-20,82,82,0,0.0
MI-Sagnaw,Face shield,Apr-20,82,55,27,32.53012048192771
MI-Sagnaw,Face shield,May-20,82,71,11,13.25301204819277
MI-Sagnaw,Face shield,Jun-20,82,66,16,19.27710843373494
MI-Sagnaw,Face shield,Jul-20,82,82,0,0.0
MI-Sagnaw,Face shield,Aug-20,82,82,0,0.0
MI-Sagnaw,Face shield,Sep-20,82,82,0,0.0
MI-Sagnaw,Gloves,Jan-20,186,54,132,70.58823529411765
MI-Sagnaw,Gloves,Feb-20,186,72,114,60.962566844919785
MI-Sagnaw,Gloves,Mar-20,186,74,112,59.893048128342244
MI-Sagnaw,Gloves,Apr-20,186,186,0,0.0
MI-Sagnaw,Gloves,May-20,186,186,0,0.0
MI-Sagnaw,Gloves,Jun-20,186,186,0,0.0
MI-Sagnaw,Gloves,Jul-20,186,186,0,0.0
MI-Sagnaw,Gloves,Aug-20,186,186,0,0.0
MI-Sagnaw,Gloves,Sep-20,186,186,0,0.0
MI-Sagnaw,Nasal testing swabs,Jan-20,206,0,206,99.51690821256038
MI-Sagnaw,Nasal testing swabs,Feb-20,206,0,206,99.51690821256038
MI-Sagnaw,Nasal testing swabs,Mar-20,206,0,206,99.51690821256038
MI-Sagnaw,Nasal testing swabs,Apr-20,206,0,206,99.51690821256038
MI-Sagnaw,Nasal testing swabs,May-20,206,0,206,99.51690821256038
MI-Sagnaw,Nasal testing swabs,Jun-20,206,0,206,99.51690821256038
MI-Sagnaw,Nasal testing swabs,Jul-20,206,0,206,99.51690821256038
MI-Sagnaw,Nasal testing swabs,Aug-20,206,0,206,99.51690821256038
MI-Sagnaw,Nasal testing swabs,Sep-20,206,0,206,99.51690821256038
MI-Sagnaw,InvasiveVentilators,Jan-20,117,0,117,99.15254237288136
MI-Sagnaw,InvasiveVentilators,Feb-20,117,0,117,99.15254237288136
MI-Sagnaw,InvasiveVentilators,Mar-20,117,0,117,99.15254237288136
MI-Sagnaw,InvasiveVentilators,Apr-20,117,0,117,99.15254237288136
MI-Sagnaw,InvasiveVentilators,May-20,117,0,117,99.15254237288136
MI-Sagnaw,InvasiveVentilators,Jun-20,117,0,117,99.15254237288136
MI-Sagnaw,InvasiveVentilators,Jul-20,117,0,117,99.15254237288136
MI-Sagnaw,InvasiveVentilators,Aug-20,117,0,117,99.15254237288136
MI-Sagnaw,InvasiveVentilators,Sep-20,117,0,117,99.15254237288136
MI-Sagnaw,Non Invasive Ventilators,Jan-20,207,207,0,0.0
MI-Sagnaw,Non Invasive Ventilators,Feb-20,207,207,0,0.0
MI-Sagnaw,Non Invasive Ventilators,Mar-20,207,207,0,0.0
MI-Sagnaw,Non Invasive Ventilators,Apr-20,207,207,0,0.0
MI-Sagnaw,Non Invasive Ventilators,May-20,207,207,0,0.0
MI-Sagnaw,Non Invasive Ventilators,Jun-20,207,207,0,0.0
MI-Sagnaw,Non Invasive Ventilators,Jul-20,207,207,0,0.0
MI-Sagnaw,Non Invasive Ventilators,Aug-20,207,207,0,0.0
MI-Sagnaw,Non Invasive Ventilators,Sep-20,207,207,0,0.0
MI-Sagnaw,BioHazard Liner bags 2gallon,Jan-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 2gallon,Feb-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 2gallon,Mar-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 2gallon,Apr-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 2gallon,May-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 2gallon,Jun-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 2gallon,Jul-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 2gallon,Aug-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 2gallon,Sep-20,43,0,43,97.72727272727273
MI-Sagnaw,BioHazard Liner bags 44gallon,Jan-20,160,83,77,47.82608695652174
MI-Sagnaw,BioHazard Liner bags 44gallon,Feb-20,160,86,74,45.962732919254655
MI-Sagnaw,BioHazard Liner bags 44gallon,Mar-20,160,75,85,52.79503105590062
MI-Sagnaw,BioHazard Liner bags 44gallon,Apr-20,160,60,100,62.11180124223603
MI-Sagnaw,BioHazard Liner bags 44gallon,May-20,160,67,93,57.7639751552795
MI-Sagnaw,BioHazard Liner bags 44gallon,Jun-20,160,67,93,57.7639751552795
MI-Sagnaw,BioHazard Liner bags 44gallon,Jul-20,160,51,109,67.70186335403727
MI-Sagnaw,BioHazard Liner bags 44gallon,Aug-20,160,46,114,70.80745341614907
MI-Sagnaw,BioHazard Liner bags 44gallon,Sep-20,160,34,126,78.26086956521739
MI-Sagnaw,Blue Solied Linen bags,Jan-20,104,104,0,0.0
MI-Sagnaw,Blue Solied Linen bags,Feb-20,104,104,0,0.0
MI-Sagnaw,Blue Solied Linen bags,Mar-20,104,104,0,0.0
MI-Sagnaw,Blue Solied Linen bags,Apr-20,104,104,0,0.0
MI-Sagnaw,Blue Solied Linen bags,May-20,104,104,0,0.0
MI-Sagnaw,Blue Solied Linen bags,Jun-20,104,104,0,0.0
MI-Sagnaw,Blue Solied Linen bags,Jul-20,104,104,0,0.0
MI-Sagnaw,Blue Solied Linen bags,Aug-20,104,104,0,0.0
MI-Sagnaw,Blue Solied Linen bags,Sep-20,104,104,0,0.0
MI-Sagnaw,Syringes,Jan-20,161,0,161,99.38271604938272
MI-Sagnaw,Syringes,Feb-20,161,0,161,99.38271604938272
MI-Sagnaw,Syringes,Mar-20,161,0,161,99.38271604938272
MI-Sagnaw,Syringes,Apr-20,161,0,161,99.38271604938272
MI-Sagnaw,Syringes,May-20,161,0,161,99.38271604938272
MI-Sagnaw,Syringes,Jun-20,161,0,161,99.38271604938272
MI-Sagnaw,Syringes,Jul-20,161,0,161,99.38271604938272
MI-Sagnaw,Syringes,Aug-20,161,0,161,99.38271604938272
MI-Sagnaw,Syringes,Sep-20,161,0,161,99.38271604938272
MI-Sagnaw,IV Catheters,Jan-20,86,86,0,0.0
MI-Sagnaw,IV Catheters,Feb-20,86,86,0,0.0
MI-Sagnaw,IV Catheters,Mar-20,86,86,0,0.0
MI-Sagnaw,IV Catheters,Apr-20,86,86,0,0.0
MI-Sagnaw,IV Catheters,May-20,86,86,0,0.0
MI-Sagnaw,IV Catheters,Jun-20,86,86,0,0.0
MI-Sagnaw,IV Catheters,Jul-20,86,86,0,0.0
MI-Sagnaw,IV Catheters,Aug-20,86,86,0,0.0
MI-Sagnaw,IV Catheters,Sep-20,86,86,0,0.0
MI-Sagnaw,Needles,Jan-20,125,18,107,84.92063492063492
MI-Sagnaw,Needles,Feb-20,125,27,98,77.77777777777777
MI-Sagnaw,Needles,Mar-20,125,0,125,99.2063492063492
MI-Sagnaw,Needles,Apr-20,125,0,125,99.2063492063492
MI-Sagnaw,Needles,May-20,125,0,125,99.2063492063492
MI-Sagnaw,Needles,Jun-20,125,0,125,99.2063492063492
MI-Sagnaw,Needles,Jul-20,125,0,125,99.2063492063492
MI-Sagnaw,Needles,Aug-20,125,0,125,99.2063492063492
MI-Sagnaw,Needles,Sep-20,125,0,125,99.2063492063492
MI-Sagnaw,Surface Disinfectant 1 Gallon,Jan-20,35,35,0,0.0
MI-Sagnaw,Surface Disinfectant 1 Gallon,Feb-20,35,35,0,0.0
MI-Sagnaw,Surface Disinfectant 1 Gallon,Mar-20,35,35,0,0.0
MI-Sagnaw,Surface Disinfectant 1 Gallon,Apr-20,35,35,0,0.0
MI-Sagnaw,Surface Disinfectant 1 Gallon,May-20,35,35,0,0.0
MI-Sagnaw,Surface Disinfectant 1 Gallon,Jun-20,35,35,0,0.0
MI-Sagnaw,Surface Disinfectant 1 Gallon,Jul-20,35,35,0,0.0
MI-Sagnaw,Surface Disinfectant 1 Gallon,Aug-20,35,35,0,0.0
MI-Sagnaw,Surface Disinfectant 1 Gallon,Sep-20,35,35,0,0.0
MI-Dearborn,Gown protective,Jan-20,89,89,0,0.0
MI-Dearborn,Gown protective,Feb-20,89,89,0,0.0
MI-Dearborn,Gown protective,Mar-20,89,89,0,0.0
MI-Dearborn,Gown protective,Apr-20,89,89,0,0.0
MI-Dearborn,Gown protective,May-20,89,89,0,0.0
MI-Dearborn,Gown protective,Jun-20,89,89,0,0.0
MI-Dearborn,Gown protective,Jul-20,89,89,0,0.0
MI-Dearborn,Gown protective,Aug-20,89,89,0,0.0
MI-Dearborn,Gown protective,Sep-20,89,89,0,0.0
MI-Dearborn,Scrubs tops,Jan-20,61,61,0,0.0
MI-Dearborn,Scrubs tops,Feb-20,61,61,0,0.0
MI-Dearborn,Scrubs tops,Mar-20,61,61,0,0.0
MI-Dearborn,Scrubs tops,Apr-20,61,61,0,0.0
MI-Dearborn,Scrubs tops,May-20,61,61,0,0.0
MI-Dearborn,Scrubs tops,Jun-20,61,61,0,0.0
MI-Dearborn,Scrubs tops,Jul-20,61,61,0,0.0
MI-Dearborn,Scrubs tops,Aug-20,61,61,0,0.0
MI-Dearborn,Scrubs tops,Sep-20,61,61,0,0.0
MI-Dearborn,Lab screening test kit,Jan-20,117,0,117,99.15254237288136
MI-Dearborn,Lab screening test kit,Feb-20,117,0,117,99.15254237288136
MI-Dearborn,Lab screening test kit,Mar-20,117,0,117,99.15254237288136
MI-Dearborn,Lab screening test kit,Apr-20,117,0,117,99.15254237288136
MI-Dearborn,Lab screening test kit,May-20,117,0,117,99.15254237288136
MI-Dearborn,Lab screening test kit,Jun-20,117,0,117,99.15254237288136
MI-Dearborn,Lab screening test kit,Jul-20,117,0,117,99.15254237288136
MI-Dearborn,Lab screening test kit,Aug-20,117,0,117,99.15254237288136
MI-Dearborn,Lab screening test kit,Sep-20,117,0,117,99.15254237288136
MI-Dearborn,Lab extraction kit,Jan-20,213,213,0,0.0
MI-Dearborn,Lab extraction kit,Feb-20,213,213,0,0.0
MI-Dearborn,Lab extraction kit,Mar-20,213,213,0,0.0
MI-Dearborn,Lab extraction kit,Apr-20,213,213,0,0.0
MI-Dearborn,Lab extraction kit,May-20,213,213,0,0.0
MI-Dearborn,Lab extraction kit,Jun-20,213,213,0,0.0
MI-Dearborn,Lab extraction kit,Jul-20,213,213,0,0.0
MI-Dearborn,Lab extraction kit,Aug-20,213,213,0,0.0
MI-Dearborn,Lab extraction kit,Sep-20,213,213,0,0.0
MI-Dearborn,powered air purifying respirators,Jan-20,48,48,0,0.0
MI-Dearborn,powered air purifying respirators,Feb-20,48,48,0,0.0
MI-Dearborn,powered air purifying respirators,Mar-20,48,48,0,0.0
MI-Dearborn,powered air purifying respirators,Apr-20,48,48,0,0.0
MI-Dearborn,powered air purifying respirators,May-20,48,48,0,0.0
MI-Dearborn,powered air purifying respirators,Jun-20,48,48,0,0.0
MI-Dearborn,powered air purifying respirators,Jul-20,48,48,0,0.0
MI-Dearborn,powered air purifying respirators,Aug-20,48,48,0,0.0
MI-Dearborn,powered air purifying respirators,Sep-20,48,48,0,0.0
MI-Dearborn,Wipes,Jan-20,139,139,0,0.0
MI-Dearborn,Wipes,Feb-20,139,139,0,0.0
MI-Dearborn,Wipes,Mar-20,139,139,0,0.0
MI-Dearborn,Wipes,Apr-20,139,139,0,0.0
MI-Dearborn,Wipes,May-20,139,139,0,0.0
MI-Dearborn,Wipes,Jun-20,139,139,0,0.0
MI-Dearborn,Wipes,Jul-20,139,139,0,0.0
MI-Dearborn,Wipes,Aug-20,139,139,0,0.0
MI-Dearborn,Wipes,Sep-20,139,139,0,0.0
MI-Dearborn,Alcohol-based hand rub,Jan-20,156,52,104,66.24203821656052
MI-Dearborn,Alcohol-based hand rub,Feb-20,156,34,122,77.70700636942675
MI-Dearborn,Alcohol-based hand rub,Mar-20,156,17,139,88.53503184713375
MI-Dearborn,Alcohol-based hand rub,Apr-20,156,1,155,98.72611464968153
MI-Dearborn,Alcohol-based hand rub,May-20,156,0,156,99.36305732484077
MI-Dearborn,Alcohol-based hand rub,Jun-20,156,0,156,99.36305732484077
MI-Dearborn,Alcohol-based hand rub,Jul-20,156,0,156,99.36305732484077
MI-Dearborn,Alcohol-based hand rub,Aug-20,156,85,71,45.22292993630573
MI-Dearborn,Alcohol-based hand rub,Sep-20,156,21,135,85.98726114649682
MI-Dearborn,"Chlorine, HTH 70%",Jan-20,111,111,0,0.0
MI-Dearborn,"Chlorine, HTH 70%",Feb-20,111,111,0,0.0
MI-Dearborn,"Chlorine, HTH 70%",Mar-20,111,111,0,0.0
MI-Dearborn,"Chlorine, HTH 70%",Apr-20,111,111,0,0.0
MI-Dearborn,"Chlorine, HTH 70%",May-20,111,111,0,0.0
MI-Dearborn,"Chlorine, HTH 70%",Jun-20,111,111,0,0.0
MI-Dearborn,"Chlorine, HTH 70%",Jul-20,111,111,0,0.0
MI-Dearborn,"Chlorine, HTH 70%",Aug-20,111,111,0,0.0
MI-Dearborn,"Chlorine, HTH 70%",Sep-20,111,111,0,0.0
MI-Dearborn,Safety box,Jan-20,204,204,0,0.0
MI-Dearborn,Safety box,Feb-20,204,204,0,0.0
MI-Dearborn,Safety box,Mar-20,204,204,0,0.0
MI-Dearborn,Safety box,Apr-20,204,204,0,0.0
MI-Dearborn,Safety box,May-20,204,204,0,0.0
MI-Dearborn,Safety box,Jun-20,204,204,0,0.0
MI-Dearborn,Safety box,Jul-20,204,204,0,0.0
MI-Dearborn,Safety box,Aug-20,204,204,0,0.0
MI-Dearborn,Safety box,Sep-20,204,204,0,0.0
MI-Dearborn,Non contact infrared Thermometer,Jan-20,36,36,0,0.0
MI-Dearborn,Non contact infrared Thermometer,Feb-20,36,36,0,0.0
MI-Dearborn,Non contact infrared Thermometer,Mar-20,36,36,0,0.0
MI-Dearborn,Non contact infrared Thermometer,Apr-20,36,36,0,0.0
MI-Dearborn,Non contact infrared Thermometer,May-20,36,36,0,0.0
MI-Dearborn,Non contact infrared Thermometer,Jun-20,36,36,0,0.0
MI-Dearborn,Non contact infrared Thermometer,Jul-20,36,36,0,0.0
MI-Dearborn,Non contact infrared Thermometer,Aug-20,36,35,1,2.7027027027027026
MI-Dearborn,Non contact infrared Thermometer,Sep-20,36,36,0,0.0
MI-Dearborn,Goggles protective,Jan-20,143,0,143,99.30555555555556
MI-Dearborn,Goggles protective,Feb-20,143,0,143,99.30555555555556
MI-Dearborn,Goggles protective,Mar-20,143,0,143,99.30555555555556
MI-Dearborn,Goggles protective,Apr-20,143,0,143,99.30555555555556
MI-Dearborn,Goggles protective,May-20,143,0,143,99.30555555555556
MI-Dearborn,Goggles protective,Jun-20,143,0,143,99.30555555555556
MI-Dearborn,Goggles protective,Jul-20,143,0,143,99.30555555555556
MI-Dearborn,Goggles protective,Aug-20,143,1,142,98.61111111111111
MI-Dearborn,Goggles protective,Sep-20,143,0,143,99.30555555555556
MI-Dearborn,Disposable foot covers,Jan-20,66,10,56,83.58208955223881
MI-Dearborn,Disposable foot covers,Feb-20,66,20,46,68.65671641791045
MI-Dearborn,Disposable foot covers,Mar-20,66,0,66,98.50746268656717
MI-Dearborn,Disposable foot covers,Apr-20,66,13,53,79.1044776119403
MI-Dearborn,Disposable foot covers,May-20,66,44,22,32.83582089552239
MI-Dearborn,Disposable foot covers,Jun-20,66,32,34,50.74626865671642
MI-Dearborn,Disposable foot covers,Jul-20,66,29,37,55.223880597014926
MI-Dearborn,Disposable foot covers,Aug-20,66,0,66,98.50746268656717
MI-Dearborn,Disposable foot covers,Sep-20,66,45,21,31.34328358208955
MI-Dearborn,M4 viral media,Jan-20,252,0,252,99.60474308300395
MI-Dearborn,M4 viral media,Feb-20,252,0,252,99.60474308300395
MI-Dearborn,M4 viral media,Mar-20,252,0,252,99.60474308300395
MI-Dearborn,M4 viral media,Apr-20,252,0,252,99.60474308300395
MI-Dearborn,M4 viral media,May-20,252,0,252,99.60474308300395
MI-Dearborn,M4 viral media,Jun-20,252,0,252,99.60474308300395
MI-Dearborn,M4 viral media,Jul-20,252,0,252,99.60474308300395
MI-Dearborn,M4 viral media,Aug-20,252,0,252,99.60474308300395
MI-Dearborn,M4 viral media,Sep-20,252,0,252,99.60474308300395
MI-Dearborn,Triple packaging boxes,Jan-20,145,0,145,99.31506849315069
MI-Dearborn,Triple packaging boxes,Feb-20,145,2,143,97.94520547945206
MI-Dearborn,Triple packaging boxes,Mar-20,145,0,145,99.31506849315069
MI-Dearborn,Triple packaging boxes,Apr-20,145,0,145,99.31506849315069
MI-Dearborn,Triple packaging boxes,May-20,145,0,145,99.31506849315069
MI-Dearborn,Triple packaging boxes,Jun-20,145,0,145,99.31506849315069
MI-Dearborn,Triple packaging boxes,Jul-20,145,0,145,99.31506849315069
MI-Dearborn,Triple packaging boxes,Aug-20,145,0,145,99.31506849315069
MI-Dearborn,Triple packaging boxes,Sep-20,145,0,145,99.31506849315069
MI-Dearborn,Liquid soap,Jan-20,169,0,169,99.41176470588235
MI-Dearborn,Liquid soap,Feb-20,169,0,169,99.41176470588235
MI-Dearborn,Liquid soap,Mar-20,169,0,169,99.41176470588235
MI-Dearborn,Liquid soap,Apr-20,169,0,169,99.41176470588235
MI-Dearborn,Liquid soap,May-20,169,0,169,99.41176470588235
MI-Dearborn,Liquid soap,Jun-20,169,0,169,99.41176470588235
MI-Dearborn,Liquid soap,Jul-20,169,0,169,99.41176470588235
MI-Dearborn,Liquid soap,Aug-20,169,0,169,99.41176470588235
MI-Dearborn,Liquid soap,Sep-20,169,0,169,99.41176470588235
MI-Dearborn,Mask medical,Jan-20,261,0,261,99.61832061068702
MI-Dearborn,Mask medical,Feb-20,261,0,261,99.61832061068702
MI-Dearborn,Mask medical,Mar-20,261,0,261,99.61832061068702
MI-Dearborn,Mask medical,Apr-20,261,0,261,99.61832061068702
MI-Dearborn,Mask medical,May-20,261,0,261,99.61832061068702
MI-Dearborn,Mask medical,Jun-20,261,0,261,99.61832061068702
MI-Dearborn,Mask medical,Jul-20,261,0,261,99.61832061068702
MI-Dearborn,Mask medical,Aug-20,261,0,261,99.61832061068702
MI-Dearborn,Mask medical,Sep-20,261,0,261,99.61832061068702
MI-Dearborn,Scrubs pants,Jan-20,160,0,160,99.37888198757764
MI-Dearborn,Scrubs pants,Feb-20,160,0,160,99.37888198757764
MI-Dearborn,Scrubs pants,Mar-20,160,0,160,99.37888198757764
MI-Dearborn,Scrubs pants,Apr-20,160,0,160,99.37888198757764
MI-Dearborn,Scrubs pants,May-20,160,0,160,99.37888198757764
MI-Dearborn,Scrubs pants,Jun-20,160,0,160,99.37888198757764
MI-Dearborn,Scrubs pants,Jul-20,160,0,160,99.37888198757764
MI-Dearborn,Scrubs pants,Aug-20,160,0,160,99.37888198757764
MI-Dearborn,Scrubs pants,Sep-20,160,1,159,98.75776397515529
MI-Dearborn,Face shield,Jan-20,56,56,0,0.0
MI-Dearborn,Face shield,Feb-20,56,56,0,0.0
MI-Dearborn,Face shield,Mar-20,56,56,0,0.0
MI-Dearborn,Face shield,Apr-20,56,56,0,0.0
MI-Dearborn,Face shield,May-20,56,56,0,0.0
MI-Dearborn,Face shield,Jun-20,56,56,0,0.0
MI-Dearborn,Face shield,Jul-20,56,56,0,0.0
MI-Dearborn,Face shield,Aug-20,56,56,0,0.0
MI-Dearborn,Face shield,Sep-20,56,56,0,0.0
MI-Dearborn,Gloves,Jan-20,175,175,0,0.0
MI-Dearborn,Gloves,Feb-20,175,175,0,0.0
MI-Dearborn,Gloves,Mar-20,175,175,0,0.0
MI-Dearborn,Gloves,Apr-20,175,175,0,0.0
MI-Dearborn,Gloves,May-20,175,175,0,0.0
MI-Dearborn,Gloves,Jun-20,175,175,0,0.0
MI-Dearborn,Gloves,Jul-20,175,175,0,0.0
MI-Dearborn,Gloves,Aug-20,175,175,0,0.0
MI-Dearborn,Gloves,Sep-20,175,175,0,0.0
MI-Dearborn,Nasal testing swabs,Jan-20,111,0,111,99.10714285714286
MI-Dearborn,Nasal testing swabs,Feb-20,111,0,111,99.10714285714286
MI-Dearborn,Nasal testing swabs,Mar-20,111,0,111,99.10714285714286
MI-Dearborn,Nasal testing swabs,Apr-20,111,0,111,99.10714285714286
MI-Dearborn,Nasal testing swabs,May-20,111,0,111,99.10714285714286
MI-Dearborn,Nasal testing swabs,Jun-20,111,0,111,99.10714285714286
MI-Dearborn,Nasal testing swabs,Jul-20,111,0,111,99.10714285714286
MI-Dearborn,Nasal testing swabs,Aug-20,111,0,111,99.10714285714286
MI-Dearborn,Nasal testing swabs,Sep-20,111,0,111,99.10714285714286
MI-Dearborn,InvasiveVentilators,Jan-20,272,0,272,99.63369963369964
MI-Dearborn,InvasiveVentilators,Feb-20,272,0,272,99.63369963369964
MI-Dearborn,InvasiveVentilators,Mar-20,272,0,272,99.63369963369964
MI-Dearborn,InvasiveVentilators,Apr-20,272,0,272,99.63369963369964
MI-Dearborn,InvasiveVentilators,May-20,272,0,272,99.63369963369964
MI-Dearborn,InvasiveVentilators,Jun-20,272,0,272,99.63369963369964
MI-Dearborn,InvasiveVentilators,Jul-20,272,0,272,99.63369963369964
MI-Dearborn,InvasiveVentilators,Aug-20,272,0,272,99.63369963369964
MI-Dearborn,InvasiveVentilators,Sep-20,272,0,272,99.63369963369964
MI-Dearborn,Non Invasive Ventilators,Jan-20,88,88,0,0.0
MI-Dearborn,Non Invasive Ventilators,Feb-20,88,88,0,0.0
MI-Dearborn,Non Invasive Ventilators,Mar-20,88,88,0,0.0
MI-Dearborn,Non Invasive Ventilators,Apr-20,88,88,0,0.0
MI-Dearborn,Non Invasive Ventilators,May-20,88,88,0,0.0
MI-Dearborn,Non Invasive Ventilators,Jun-20,88,88,0,0.0
MI-Dearborn,Non Invasive Ventilators,Jul-20,88,88,0,0.0
MI-Dearborn,Non Invasive Ventilators,Aug-20,88,88,0,0.0
MI-Dearborn,Non Invasive Ventilators,Sep-20,88,88,0,0.0
MI-Dearborn,BioHazard Liner bags 2gallon,Jan-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 2gallon,Feb-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 2gallon,Mar-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 2gallon,Apr-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 2gallon,May-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 2gallon,Jun-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 2gallon,Jul-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 2gallon,Aug-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 2gallon,Sep-20,225,0,225,99.5575221238938
MI-Dearborn,BioHazard Liner bags 44gallon,Jan-20,168,0,168,99.40828402366864
MI-Dearborn,BioHazard Liner bags 44gallon,Feb-20,168,0,168,99.40828402366864
MI-Dearborn,BioHazard Liner bags 44gallon,Mar-20,168,0,168,99.40828402366864
MI-Dearborn,BioHazard Liner bags 44gallon,Apr-20,168,0,168,99.40828402366864
MI-Dearborn,BioHazard Liner bags 44gallon,May-20,168,0,168,99.40828402366864
MI-Dearborn,BioHazard Liner bags 44gallon,Jun-20,168,0,168,99.40828402366864
MI-Dearborn,BioHazard Liner bags 44gallon,Jul-20,168,0,168,99.40828402366864
MI-Dearborn,BioHazard Liner bags 44gallon,Aug-20,168,0,168,99.40828402366864
MI-Dearborn,BioHazard Liner bags 44gallon,Sep-20,168,0,168,99.40828402366864
MI-Dearborn,Blue Solied Linen bags,Jan-20,37,37,0,0.0
MI-Dearborn,Blue Solied Linen bags,Feb-20,37,37,0,0.0
MI-Dearborn,Blue Solied Linen bags,Mar-20,37,37,0,0.0
MI-Dearborn,Blue Solied Linen bags,Apr-20,37,37,0,0.0
MI-Dearborn,Blue Solied Linen bags,May-20,37,37,0,0.0
MI-Dearborn,Blue Solied Linen bags,Jun-20,37,37,0,0.0
MI-Dearborn,Blue Solied Linen bags,Jul-20,37,37,0,0.0
MI-Dearborn,Blue Solied Linen bags,Aug-20,37,37,0,0.0
MI-Dearborn,Blue Solied Linen bags,Sep-20,37,37,0,0.0
MI-Dearborn,Syringes,Jan-20,122,0,122,99.1869918699187
MI-Dearborn,Syringes,Feb-20,122,0,122,99.1869918699187
MI-Dearborn,Syringes,Mar-20,122,0,122,99.1869918699187
MI-Dearborn,Syringes,Apr-20,122,0,122,99.1869918699187
MI-Dearborn,Syringes,May-20,122,0,122,99.1869918699187
MI-Dearborn,Syringes,Jun-20,122,0,122,99.1869918699187
MI-Dearborn,Syringes,Jul-20,122,0,122,99.1869918699187
MI-Dearborn,Syringes,Aug-20,122,0,122,99.1869918699187
MI-Dearborn,Syringes,Sep-20,122,0,122,99.1869918699187
MI-Dearborn,IV Catheters,Jan-20,147,147,0,0.0
MI-Dearborn,IV Catheters,Feb-20,147,147,0,0.0
MI-Dearborn,IV Catheters,Mar-20,147,147,0,0.0
